sim_id,sim_name,grid,f,beta,M,theta,seed,classification,lambda_W,lambda_W_err,t_frag,t_radial,N_peaks,peak_significance,sigma_lw,contrast,radial_collapsed,radial_width_frac,f_transition,phase,t_J,priority
SC_0124,supercritical_f3.0_beta1.0_M1.0_theta45_seed2,main,3.0,1.0,1.0,45.0,2,PARTIAL,1.333372,0.400012,7.595636,0.600765,11,2.178,0.2429,38.291496,True,0.05,1.575,1,,
SC_0125,supercritical_f3.0_beta1.0_M1.0_theta90_seed1,main,3.0,1.0,1.0,90.0,1,PARTIAL,0.997167,0.29915,9.035891,0.583601,14,2.116,0.263,43.828817,True,0.05,1.65,1,,
SC_0126,supercritical_f3.0_beta1.0_M1.0_theta90_seed2,main,3.0,1.0,1.0,90.0,2,PARTIAL,0.908968,0.27269,9.011684,0.583601,14,2.272,0.2914,31.131871,True,0.05,1.65,1,,
SC_0127,supercritical_f3.0_beta1.0_M3.0_theta0_seed1,main,3.0,1.0,3.0,0.0,1,COLLAPSED,,,3.774288,0.61793,7,1.326,0.4682,151.254639,True,0.05,1.34,1,,
SC_0128,supercritical_f3.0_beta1.0_M3.0_theta0_seed2,main,3.0,1.0,3.0,0.0,2,PARTIAL,2.471989,1.044168,3.658766,0.61793,6,1.66,0.4224,40.361832,True,0.05,1.34,1,,
SC_0129,supercritical_f3.0_beta1.0_M3.0_theta45_seed1,main,3.0,1.0,3.0,45.0,1,PARTIAL,1.06007,0.431024,4.088209,0.600765,11,2.303,0.4066,40.923547,True,0.05,1.415,1,,
SC_0130,supercritical_f3.0_beta1.0_M3.0_theta45_seed2,main,3.0,1.0,3.0,45.0,2,PARTIAL,0.961926,0.30166,4.239139,0.600765,12,1.677,0.3136,35.643335,True,0.05,1.415,1,,
SC_0131,supercritical_f3.0_beta1.0_M3.0_theta90_seed1,main,3.0,1.0,3.0,90.0,1,PARTIAL,0.957601,0.326159,5.429144,0.583601,13,1.848,0.3406,33.967037,True,0.05,1.49,1,,
SC_0132,supercritical_f3.0_beta1.0_M3.0_theta90_seed2,main,3.0,1.0,3.0,90.0,2,PARTIAL,0.706155,0.243129,5.328293,0.583601,14,1.921,0.3443,31.226741,True,0.05,1.49,1,,
SC_0133,supercritical_f3.0_beta3.0_M1.0_theta0_seed1,main,3.0,3.0,1.0,0.0,1,COLLAPSED,,,6.537259,0.43484,5,1.38,0.4032,151.254639,True,0.05,1.3667,1,,
SC_0134,supercritical_f3.0_beta3.0_M1.0_theta0_seed2,main,3.0,3.0,1.0,0.0,2,PARTIAL,2.90588,1.040305,6.337168,0.43484,4,1.713,0.358,43.139817,True,0.05,1.3667,1,,
SC_0135,supercritical_f3.0_beta3.0_M1.0_theta45_seed1,main,3.0,3.0,1.0,45.0,1,PARTIAL,1.751217,0.613801,6.335618,0.429118,7,2.256,0.3505,41.932553,True,0.05,1.3917,1,,
SC_0136,supercritical_f3.0_beta3.0_M1.0_theta45_seed2,main,3.0,3.0,1.0,45.0,2,PARTIAL,1.589084,0.476725,6.56952,0.429118,7,1.631,0.2564,40.047028,True,0.05,1.3917,1,,
SC_0137,supercritical_f3.0_beta3.0_M1.0_theta90_seed1,main,3.0,3.0,1.0,90.0,1,PARTIAL,1.68509,0.505527,7.313875,0.423397,8,1.702,0.2907,38.821145,True,0.05,1.4167,1,,
SC_0138,supercritical_f3.0_beta3.0_M1.0_theta90_seed2,main,3.0,3.0,1.0,90.0,2,PARTIAL,1.242621,0.372786,7.178014,0.423397,8,1.774,0.2945,43.7974,True,0.05,1.4167,1,,
SC_0139,supercritical_f3.0_beta3.0_M3.0_theta0_seed1,main,3.0,3.0,3.0,0.0,1,COLLAPSED,,,3.711394,0.43484,6,1.066,0.3623,203.00727,True,0.05,1.2067,1,,
SC_0140,supercritical_f3.0_beta3.0_M3.0_theta0_seed2,main,3.0,3.0,3.0,0.0,2,COLLAPSED,,,3.547255,0.43484,4,1.269,0.4714,168.550217,True,0.05,1.2067,1,,
SC_0141,supercritical_f3.0_beta3.0_M3.0_theta45_seed1,main,3.0,3.0,3.0,45.0,1,COLLAPSED,,,3.846329,0.429118,7,1.424,0.3941,147.72173,True,0.05,1.2317,1,,
SC_0142,supercritical_f3.0_beta3.0_M3.0_theta45_seed2,main,3.0,3.0,3.0,45.0,2,COLLAPSED,,,3.994987,0.429118,8,1.008,0.4635,155.450635,True,0.05,1.2317,1,,
SC_0143,supercritical_f3.0_beta3.0_M3.0_theta90_seed1,main,3.0,3.0,3.0,90.0,1,PARTIAL,1.134493,0.466617,4.009378,0.423397,11,1.632,0.4113,40.930679,True,0.05,1.2567,1,,
SC_0144,supercritical_f3.0_beta3.0_M3.0_theta90_seed2,main,3.0,3.0,3.0,90.0,2,PARTIAL,1.143424,0.411404,3.980709,0.423397,10,1.73,0.3598,34.553366,True,0.05,1.2567,1,,
SC_0145,supercritical_f1.3_beta0.3_M1.0_theta0_seed1,boundary_f,1.3,0.3,1.0,0.0,1,PARTIAL,3.195285,0.958586,32.525386,7.93339,2,4.601,0.0885,34.055748,False,0.9725,1.9667,1,,
SC_0146,supercritical_f1.3_beta0.3_M1.0_theta0_seed2,boundary_f,1.3,0.3,1.0,0.0,2,PARTIAL,2.227786,0.668336,31.439767,7.93339,2,5.132,0.0909,30.524061,False,0.9725,1.9667,1,,
SC_0147,supercritical_f1.3_beta0.3_M1.0_theta45_seed1,boundary_f,1.3,0.3,1.0,45.0,1,MEASURABLE,0.937276,0.077606,63.320705,7.572782,8,4.926,0.0828,91.242395,False,0.9698,2.2167,1,,
SC_0148,supercritical_f1.3_beta0.3_M1.0_theta45_seed2,boundary_f,1.3,0.3,1.0,45.0,2,MEASURABLE,0.928715,0.084142,63.967524,7.572782,8,5.287,0.0906,98.189379,False,0.9698,2.2167,1,,
SC_0149,supercritical_f1.3_beta0.3_M1.0_theta90_seed1,boundary_f,1.3,0.3,1.0,90.0,1,MEASURABLE,0.617064,0.050414,329.145565,7.212173,12,4.8,0.0817,74.366896,False,0.9667,2.4667,1,,
SC_0150,supercritical_f1.3_beta0.3_M1.0_theta90_seed2,boundary_f,1.3,0.3,1.0,90.0,2,MEASURABLE,0.655723,0.049179,315.511463,7.212173,11,4.619,0.075,99.575086,False,0.9667,2.4667,1,,
SC_0151,supercritical_f1.3_beta1.0_M1.0_theta0_seed1,boundary_f,1.3,1.0,1.0,0.0,1,PARTIAL,3.060662,0.918199,32.880906,3.894573,2,5.19,0.0882,34.434046,False,0.8859,1.5,1,,
SC_0152,supercritical_f1.3_beta1.0_M1.0_theta0_seed2,boundary_f,1.3,1.0,1.0,0.0,2,PARTIAL,3.08287,0.924861,31.501968,3.894573,2,4.773,0.1023,38.488965,False,0.8859,1.5,1,,
SC_0153,supercritical_f1.3_beta1.0_M1.0_theta45_seed1,boundary_f,1.3,1.0,1.0,45.0,1,MEASURABLE,1.486036,0.141768,40.133476,3.786391,3,4.574,0.0954,114.135747,False,0.8793,1.575,1,,
SC_0154,supercritical_f1.3_beta1.0_M1.0_theta45_seed2,boundary_f,1.3,1.0,1.0,45.0,2,MEASURABLE,1.636295,0.119122,37.26176,3.786391,4,5.302,0.0728,98.356912,False,0.8793,1.575,1,,
SC_0155,supercritical_f1.3_beta1.0_M1.0_theta90_seed1,boundary_f,1.3,1.0,1.0,90.0,1,MEASURABLE,1.121449,0.08209,46.878018,3.678208,6,5.082,0.0732,97.326398,False,0.8721,1.65,1,,
SC_0156,supercritical_f1.3_beta1.0_M1.0_theta90_seed2,boundary_f,1.3,1.0,1.0,90.0,2,MEASURABLE,1.1163,0.080039,47.354166,3.678208,6,5.405,0.0717,111.352929,False,0.8721,1.65,1,,
SC_0157,supercritical_f1.3_beta3.0_M1.0_theta0_seed1,boundary_f,1.3,3.0,1.0,0.0,1,PARTIAL,3.495787,1.048736,31.707303,2.740626,2,5.041,0.0863,32.481872,False,0.7696,1.3667,1,,
SC_0158,supercritical_f1.3_beta3.0_M1.0_theta0_seed2,boundary_f,1.3,3.0,1.0,0.0,2,PARTIAL,3.155303,0.946591,32.950436,2.740626,2,4.989,0.0825,35.238506,False,0.7696,1.3667,1,,
SC_0159,supercritical_f1.3_beta3.0_M1.0_theta45_seed1,boundary_f,1.3,3.0,1.0,45.0,1,PARTIAL,2.174877,0.652463,33.932286,2.704565,2,5.016,0.0776,39.171415,False,0.7634,1.3917,1,,
SC_0160,supercritical_f1.3_beta3.0_M1.0_theta45_seed2,boundary_f,1.3,3.0,1.0,45.0,2,PARTIAL,2.166878,0.650063,33.801032,2.704565,4,4.122,0.0819,35.85371,False,0.7634,1.3917,1,,
SC_0161,supercritical_f1.3_beta3.0_M1.0_theta90_seed1,boundary_f,1.3,3.0,1.0,90.0,1,MEASURABLE,1.854069,0.1207,35.830862,2.668504,5,5.025,0.0651,95.934171,False,0.7569,1.4167,1,,
SC_0162,supercritical_f1.3_beta3.0_M1.0_theta90_seed2,boundary_f,1.3,3.0,1.0,90.0,2,MEASURABLE,1.701996,0.140585,37.537086,2.668504,5,4.658,0.0826,96.630546,False,0.7569,1.4167,1,,
SC_0163,supercritical_f1.4_beta0.3_M1.0_theta0_seed1,boundary_f,1.4,0.3,1.0,0.0,1,PARTIAL,2.454604,0.736381,25.797412,6.161159,1,5.146,0.0834,33.966348,False,0.9577,1.9667,1,,
SC_0164,supercritical_f1.4_beta0.3_M1.0_theta0_seed2,boundary_f,1.4,0.3,1.0,0.0,2,PARTIAL,2.280745,0.684223,26.692254,6.161159,1,4.863,0.0859,39.38064,False,0.9577,1.9667,1,,
SC_0165,supercritical_f1.4_beta0.3_M1.0_theta45_seed1,boundary_f,1.4,0.3,1.0,45.0,1,MEASURABLE,0.797504,0.069303,52.815885,5.881106,8,5.163,0.0869,101.4891,False,0.9535,2.2167,1,,
SC_0166,supercritical_f1.4_beta0.3_M1.0_theta45_seed2,boundary_f,1.4,0.3,1.0,45.0,2,MEASURABLE,0.890001,0.065148,51.917032,5.881106,9,5.305,0.0732,92.587005,False,0.9535,2.2167,1,,
SC_0167,supercritical_f1.4_beta0.3_M1.0_theta90_seed1,boundary_f,1.4,0.3,1.0,90.0,1,MEASURABLE,0.636021,0.052154,274.008169,5.601054,13,5.257,0.082,107.433376,False,0.9488,2.4667,1,,
SC_0168,supercritical_f1.4_beta0.3_M1.0_theta90_seed2,boundary_f,1.4,0.3,1.0,90.0,2,MEASURABLE,0.618109,0.050561,265.329159,5.601054,11,4.361,0.0818,93.920611,False,0.9488,2.4667,1,,
SC_0169,supercritical_f1.4_beta1.0_M1.0_theta0_seed1,boundary_f,1.4,1.0,1.0,0.0,1,MEASURABLE,3.576738,0.281847,26.461643,3.024569,3,4.883,0.0788,115.363928,False,0.8243,1.5,1,,
SC_0170,supercritical_f1.4_beta1.0_M1.0_theta0_seed2,boundary_f,1.4,1.0,1.0,0.0,2,PARTIAL,3.294504,0.988351,26.608853,3.024569,1,5.12,0.0858,39.502732,False,0.8243,1.5,1,,
SC_0171,supercritical_f1.4_beta1.0_M1.0_theta45_seed1,boundary_f,1.4,1.0,1.0,45.0,1,MEASURABLE,1.528021,0.137675,31.645152,2.940553,6,5.631,0.0901,94.830132,False,0.8141,1.575,1,,
SC_0172,supercritical_f1.4_beta1.0_M1.0_theta45_seed2,boundary_f,1.4,1.0,1.0,45.0,2,MEASURABLE,1.448949,0.108092,29.784071,2.940553,5,4.124,0.0746,97.674566,False,0.8141,1.575,1,,
SC_0173,supercritical_f1.4_beta1.0_M1.0_theta90_seed1,boundary_f,1.4,1.0,1.0,90.0,1,MEASURABLE,1.100049,0.078984,37.578655,2.856537,7,4.853,0.0718,102.606756,False,0.803,1.65,1,,
SC_0174,supercritical_f1.4_beta1.0_M1.0_theta90_seed2,boundary_f,1.4,1.0,1.0,90.0,2,MEASURABLE,1.071329,0.091706,37.844547,2.856537,7,5.786,0.0856,94.792736,False,0.803,1.65,1,,
SC_0175,supercritical_f1.4_beta3.0_M1.0_theta0_seed1,boundary_f,1.4,3.0,1.0,0.0,1,PARTIAL,3.618998,1.085699,25.805505,2.1284,3,4.781,0.0906,43.045172,False,0.6452,1.3667,1,,
SC_0176,supercritical_f1.4_beta3.0_M1.0_theta0_seed2,boundary_f,1.4,3.0,1.0,0.0,2,PARTIAL,4.109455,1.232836,26.68856,2.1284,1,5.194,0.0753,32.728853,False,0.6452,1.3667,1,,
SC_0177,supercritical_f1.4_beta3.0_M1.0_theta45_seed1,boundary_f,1.4,3.0,1.0,45.0,1,PARTIAL,2.509473,0.752842,29.486856,2.100395,3,4.904,0.0876,43.245621,False,0.6357,1.3917,1,,
SC_0178,supercritical_f1.4_beta3.0_M1.0_theta45_seed2,boundary_f,1.4,3.0,1.0,45.0,2,PARTIAL,2.549242,0.764772,28.450704,2.100395,2,4.669,0.0909,30.587233,False,0.6357,1.3917,1,,
SC_0179,supercritical_f1.4_beta3.0_M1.0_theta90_seed1,boundary_f,1.4,3.0,1.0,90.0,1,MEASURABLE,1.81921,0.156452,29.343542,2.07239,4,5.036,0.086,117.966326,False,0.6258,1.4167,1,,
SC_0180,supercritical_f1.4_beta3.0_M1.0_theta90_seed2,boundary_f,1.4,3.0,1.0,90.0,2,PARTIAL,1.542098,0.462629,29.491414,2.07239,5,5.159,0.0827,34.322878,False,0.6258,1.4167,1,,
SC_0181,supercritical_f1.5_beta0.1_M1.0_theta0_seed1,boundary_beta,1.5,0.1,1.0,0.0,1,PARTIAL,2.699346,0.809804,21.578387,12.358603,2,4.683,0.0819,44.345059,False,0.9902,3.3,1,,
SC_0182,supercritical_f1.5_beta0.1_M1.0_theta0_seed2,boundary_beta,1.5,0.1,1.0,0.0,2,MEASURABLE,2.272579,0.147945,21.638899,12.358603,4,5.202,0.0651,103.76771,False,0.9902,3.3,1,,
SC_0183,supercritical_f1.5_beta0.1_M1.0_theta90_seed1,boundary_beta,1.5,0.1,1.0,90.0,1,MEASURABLE,0.5,0.03915,231.930613,10.985425,22,5.636,0.0783,115.051763,False,0.9876,4.8,1,,
SC_0184,supercritical_f1.5_beta0.1_M1.0_theta90_seed2,boundary_beta,1.5,0.1,1.0,90.0,2,MEASURABLE,0.5,0.043,222.630749,10.985425,22,4.728,0.086,104.377809,False,0.9876,4.8,1,,
SC_0185,supercritical_f2.0_beta0.1_M1.0_theta0_seed1,boundary_beta,2.0,0.1,1.0,0.0,1,MEASURABLE,2.282335,0.16798,13.079229,6.363961,4,5.096,0.0736,111.44624,False,0.9722,3.3,1,,
SC_0186,supercritical_f2.0_beta0.1_M1.0_theta0_seed2,boundary_beta,2.0,0.1,1.0,0.0,2,MEASURABLE,2.163594,0.155779,12.495461,6.363961,3,4.776,0.072,109.11076,False,0.9722,3.3,1,,
SC_0187,supercritical_f2.0_beta0.1_M1.0_theta90_seed1,boundary_beta,2.0,0.1,1.0,90.0,1,MEASURABLE,0.5,0.04205,119.19905,5.656854,31,5.016,0.0841,115.517361,False,0.9648,4.8,1,,
SC_0188,supercritical_f2.0_beta0.1_M1.0_theta90_seed2,boundary_beta,2.0,0.1,1.0,90.0,2,MEASURABLE,0.5,0.0379,130.451213,5.656854,30,4.799,0.0758,122.736437,False,0.9648,4.8,1,,
SC_0189,supercritical_f1.5_beta1.0_M0.5_theta0_seed1,boundary_M,1.5,1.0,0.5,0.0,1,PARTIAL,3.06986,0.920958,23.352122,2.471721,1,4.966,0.0768,33.830362,False,0.7545,1.5,1,,
SC_0190,supercritical_f1.5_beta1.0_M0.5_theta0_seed2,boundary_M,1.5,1.0,0.5,0.0,2,PARTIAL,3.034527,0.910358,22.32055,2.471721,3,4.605,0.0765,37.826575,False,0.7545,1.5,1,,
SC_0191,supercritical_f2.0_beta1.0_M0.5_theta0_seed1,boundary_M,2.0,1.0,0.5,0.0,1,COLLAPSED,,,12.463996,1.272792,2,4.016,0.1504,93.816739,False,0.3056,1.5,1,,
SC_0192,supercritical_f2.0_beta1.0_M0.5_theta0_seed2,boundary_M,2.0,1.0,0.5,0.0,2,COLLAPSED,,,12.415784,1.272792,4,3.122,0.1587,93.379739,False,0.3056,1.5,1,,
P2_0001,supercritical_f1.3_beta0.3_M1.0_theta0_seed1,longitudinal,1.3,0.3,1.0,0.0,1,PARTIAL,3.195285336536798,0.9585856009610394,32.52538564130522,7.933390161047939,2,4.601,0.0885,34.055747951476164,False,0.9725,1.9667,2,0.8770580193070292,1.0
P2_0002,supercritical_f1.3_beta0.3_M1.0_theta0_seed2,longitudinal,1.3,0.3,1.0,0.0,2,PARTIAL,2.22778617955317,0.6683358538659511,31.43976667654779,7.933390161047939,2,5.132,0.0909,30.524060547605373,False,0.9725,1.9667,2,0.8770580193070292,1.0
P2_0003,supercritical_f1.4_beta0.3_M1.0_theta0_seed1,longitudinal,1.4,0.3,1.0,0.0,1,PARTIAL,2.45460418533344,0.736381255600032,25.797412286481045,6.16115903405311,1,5.146,0.0834,33.96634819893838,False,0.9577,1.9667,2,0.8451542547285166,1.0
P2_0004,supercritical_f1.4_beta0.3_M1.0_theta0_seed2,longitudinal,1.4,0.3,1.0,0.0,2,PARTIAL,2.280744610099649,0.6842233830298946,26.692254238793787,6.16115903405311,1,4.863,0.0859,39.38063998618089,False,0.9577,1.9667,2,0.8451542547285166,1.0
P2_0005,supercritical_f1.5_beta0.3_M1.0_theta0_seed1,longitudinal,1.5,0.3,1.0,0.0,1,MEASURABLE,2.364381210953667,0.2364381210953667,21.92779959763883,5.0349863517729565,3,4.962,0.1,88.76721499289091,False,0.9408,1.9667,2,0.8164965809277261,1.0
P2_0006,supercritical_f1.5_beta0.3_M1.0_theta0_seed2,longitudinal,1.5,0.3,1.0,0.0,2,MEASURABLE,2.8344848989460183,0.2310105192641005,21.751615130762783,5.0349863517729565,4,5.441,0.0815,102.00304883824394,False,0.9408,1.9667,2,0.8164965809277261,1.0
P2_0007,supercritical_f1.6_beta0.3_M1.0_theta0_seed1,longitudinal,1.6,0.3,1.0,0.0,1,PARTIAL,2.446846293141703,0.7340538879425109,19.570856488176226,4.252046461229326,2,5.201,0.077,38.632540901817706,False,0.9222,1.9667,2,0.7905694150420948,1.0
P2_0008,supercritical_f1.6_beta0.3_M1.0_theta0_seed2,longitudinal,1.6,0.3,1.0,0.0,2,MEASURABLE,2.52578815109828,0.20686204957494914,19.413341809498345,4.252046461229326,3,4.665,0.0819,95.51627710575062,False,0.9222,1.9667,2,0.7905694150420948,1.0
P2_0009,supercritical_f1.7_beta0.3_M1.0_theta0_seed1,longitudinal,1.7,0.3,1.0,0.0,1,MEASURABLE,2.520885092702351,0.21603985244459148,16.94944234230071,3.6747131182379795,4,4.98,0.0857,90.39822249028956,False,0.902,1.9667,2,0.7669649888473704,1.0
P2_0010,supercritical_f1.7_beta0.3_M1.0_theta0_seed2,longitudinal,1.7,0.3,1.0,0.0,2,PARTIAL,2.4292940578687863,0.7287882173606358,17.203398777070266,3.6747131182379795,2,5.184,0.0696,37.33168606694024,False,0.902,1.9667,2,0.7669649888473704,1.0
P2_0011,supercritical_f1.8_beta0.3_M1.0_theta0_seed1,longitudinal,1.8,0.3,1.0,0.0,1,MEASURABLE,2.460250869136906,0.1950978939225566,14.902006001724535,3.2308566382906125,3,4.575,0.0793,103.9239419315591,False,0.8803,1.9667,2,0.7453559924999299,1.0
P2_0012,supercritical_f1.8_beta0.3_M1.0_theta0_seed2,longitudinal,1.8,0.3,1.0,0.0,2,MEASURABLE,2.283490132325056,0.19318326519469972,14.900159403357215,3.2308566382906125,4,5.079,0.0846,112.2717366688715,False,0.8803,1.9667,2,0.7453559924999299,1.0
P2_0013,supercritical_f1.9_beta0.3_M1.0_theta0_seed1,longitudinal,1.9,0.3,1.0,0.0,1,MEASURABLE,2.2483877064651536,0.1859416633246682,13.563068507649097,2.878808311498888,4,5.182,0.0827,104.45403757726494,False,0.8571,1.9667,2,0.7254762501100117,1.0
P2_0014,supercritical_f1.9_beta0.3_M1.0_theta0_seed2,longitudinal,1.9,0.3,1.0,0.0,2,MEASURABLE,2.287693990505523,0.21664462090087303,13.763592084000658,2.878808311498888,4,4.702,0.0947,98.43105951410331,False,0.8571,1.9667,2,0.7254762501100117,1.0
P2_0015,supercritical_f2.0_beta0.3_M1.0_theta0_seed1,longitudinal,2.0,0.3,1.0,0.0,1,PARTIAL,2.243027777728848,0.6729083333186544,13.086933377541195,2.592724864350674,5,5.266,0.0822,38.73891027447625,False,0.8326,1.9667,2,0.7071067811865475,1.0
P2_0016,supercritical_f2.0_beta0.3_M1.0_theta0_seed2,longitudinal,2.0,0.3,1.0,0.0,2,PARTIAL,2.4192128561756987,0.7257638568527096,12.283917566198525,2.592724864350674,4,5.352,0.1051,33.543940147282555,False,0.8326,1.9667,2,0.7071067811865475,1.0
P2_0017,supercritical_f2.2_beta0.3_M1.0_theta0_seed1,longitudinal,2.2,0.3,1.0,0.0,1,COLLAPSED,,,10.72524634269511,2.156126093694692,5,4.333,0.1174,90.81650039533245,False,0.78,1.9667,2,0.674199862463242,1.0
P2_0018,supercritical_f2.2_beta0.3_M1.0_theta0_seed2,longitudinal,2.2,0.3,1.0,0.0,2,COLLAPSED,,,10.280977559506143,2.156126093694692,4,4.153,0.1079,115.45770451733749,False,0.78,1.9667,2,0.674199862463242,1.0
P2_0019,supercritical_f2.5_beta0.3_M1.0_theta0_seed1,longitudinal,2.5,0.3,1.0,0.0,1,COLLAPSED,,,8.56411428939324,1.7109329167727299,5,4.649,0.1359,100.22000057344884,False,0.6925,1.9667,2,0.6324555320336759,1.0
P2_0020,supercritical_f2.5_beta0.3_M1.0_theta0_seed2,longitudinal,2.5,0.3,1.0,0.0,2,COLLAPSED,,,8.067433222924329,1.7109329167727299,5,3.835,0.1464,128.91315522241888,False,0.6925,1.9667,2,0.6324555320336759,1.0
P2_0021,supercritical_f1.3_beta0.3_M2.0_theta0_seed1,longitudinal,1.3,0.3,2.0,0.0,1,PARTIAL,2.384297704692989,0.7152893114078966,22.32875762247631,7.933390161047939,1,5.146,0.1134,43.71840135162812,False,0.9725,1.8867,2,0.8770580193070292,1.0
P2_0022,supercritical_f1.3_beta0.3_M2.0_theta0_seed2,longitudinal,1.3,0.3,2.0,0.0,2,PARTIAL,2.215417936359784,0.6646253809079351,23.103281394152646,7.933390161047939,1,4.863,0.1159,41.13115027402963,False,0.9725,1.8867,2,0.8770580193070292,1.0
P2_0023,supercritical_f1.4_beta0.3_M2.0_theta0_seed1,longitudinal,1.4,0.3,2.0,0.0,1,PARTIAL,1.91677134975042,0.5750314049251259,18.31390922772411,6.16115903405311,2,4.962,0.13,39.112465653802985,False,0.9577,1.8867,2,0.8451542547285166,1.0
P2_0024,supercritical_f1.4_beta0.3_M2.0_theta0_seed2,longitudinal,1.4,0.3,2.0,0.0,2,MEASURABLE,2.7490758323577427,0.30652195530788834,18.166761479527324,6.16115903405311,3,5.441,0.1115,102.70719164654287,False,0.9577,1.8867,2,0.8451542547285166,1.0
P2_0025,supercritical_f1.5_beta0.3_M2.0_theta0_seed1,longitudinal,1.5,0.3,2.0,0.0,1,PARTIAL,2.369948512037982,0.7109845536113947,15.966748660949525,5.0349863517729565,2,5.201,0.107,36.70904389026121,False,0.9408,1.8867,2,0.8164965809277261,1.0
P2_0026,supercritical_f1.5_beta0.3_M2.0_theta0_seed2,longitudinal,1.5,0.3,2.0,0.0,2,MEASURABLE,2.4464094402646936,0.2737532163656192,15.838241393708595,5.0349863517729565,4,4.665,0.1119,82.07054840843281,False,0.9408,1.8867,2,0.8164965809277261,1.0
P2_0027,supercritical_f1.6_beta0.3_M2.0_theta0_seed1,longitudinal,1.6,0.3,2.0,0.0,1,MEASURABLE,2.4387952302634455,0.28216860814148065,13.59795151716554,4.252046461229326,5,4.98,0.1157,105.61257984072267,False,0.9222,1.8867,2,0.7905694150420948,1.0
P2_0028,supercritical_f1.6_beta0.3_M2.0_theta0_seed2,longitudinal,1.6,0.3,2.0,0.0,2,PARTIAL,2.350186757178487,0.7050560271535461,13.801691983531814,4.252046461229326,2,5.184,0.0996,36.313975480126146,False,0.9222,1.8867,2,0.7905694150420948,1.0
P2_0029,supercritical_f1.7_beta0.3_M2.0_theta0_seed1,longitudinal,1.7,0.3,2.0,0.0,1,MEASURABLE,2.3776617667889024,0.259878431110027,11.804147702424965,3.6747131182379795,3,4.575,0.1093,99.38011007992739,False,0.902,1.8867,2,0.7669649888473704,1.0
P2_0030,supercritical_f1.7_beta0.3_M2.0_theta0_seed2,longitudinal,1.7,0.3,2.0,0.0,2,MEASURABLE,2.2068347787531613,0.2529032656451123,11.80268497855595,3.6747131182379795,4,5.079,0.1146,98.44796856506038,False,0.902,1.8867,2,0.7669649888473704,1.0
P2_0031,supercritical_f1.8_beta0.3_M2.0_theta0_seed1,longitudinal,1.8,0.3,2.0,0.0,1,PARTIAL,1.9104472779918935,0.573134183397568,10.6360348089734,3.2308566382906125,4,5.182,0.1127,36.25568364888542,False,0.8803,1.8867,2,0.7453559924999299,1.0
P2_0032,supercritical_f1.8_beta0.3_M2.0_theta0_seed2,longitudinal,1.8,0.3,2.0,0.0,2,MEASURABLE,2.2088481734022287,0.2754433672232579,10.79328357144129,3.2308566382906125,3,4.702,0.1247,103.70759179257176,False,0.8803,1.8867,2,0.7453559924999299,1.0
P2_0033,supercritical_f1.9_beta0.3_M2.0_theta0_seed1,longitudinal,1.9,0.3,2.0,0.0,1,MEASURABLE,2.2307051240640456,0.24381607006020017,10.178914460471141,2.878808311498888,5,5.306,0.1093,119.81612014203324,False,0.8571,1.8867,2,0.7254762501100117,1.0
P2_0034,supercritical_f1.9_beta0.3_M2.0_theta0_seed2,longitudinal,1.9,0.3,2.0,0.0,2,MEASURABLE,2.287362230820834,0.3005593971298576,9.554335040811974,2.878808311498888,4,5.392,0.1314,96.20168666942341,False,0.8571,1.8867,2,0.7254762501100117,1.0
P2_0035,supercritical_f2.0_beta0.3_M2.0_theta0_seed1,longitudinal,2.0,0.3,2.0,0.0,1,PARTIAL,2.5770220076058115,0.7731066022817434,9.101273137115182,2.592724864350674,5,4.43,0.119,44.231040014151205,False,0.8326,1.8867,2,0.7071067811865475,1.0
P2_0036,supercritical_f2.0_beta0.3_M2.0_theta0_seed2,longitudinal,2.0,0.3,2.0,0.0,2,PARTIAL,2.00479306510544,0.601437919531632,9.023414849496424,2.592724864350674,4,4.302,0.1305,34.875465489023874,False,0.8326,1.8867,2,0.7071067811865475,1.0
P2_0037,supercritical_f2.2_beta0.3_M2.0_theta0_seed1,longitudinal,2.2,0.3,2.0,0.0,1,COLLAPSED,,,7.728072623662821,2.156126093694692,6,4.631,0.1601,112.0137367938639,False,0.78,1.8867,2,0.674199862463242,1.0
P2_0038,supercritical_f2.2_beta0.3_M2.0_theta0_seed2,longitudinal,2.2,0.3,2.0,0.0,2,COLLAPSED,,,7.483291518780813,2.156126093694692,3,3.734,0.1599,100.33974556090035,False,0.78,1.8867,2,0.674199862463242,1.0
P2_0039,supercritical_f2.5_beta0.3_M2.0_theta0_seed1,longitudinal,2.5,0.3,2.0,0.0,1,COLLAPSED,,,5.884836808392504,1.7109329167727299,7,4.183,0.2049,118.395014620523,False,0.6925,1.8867,2,0.6324555320336759,1.0
P2_0040,supercritical_f2.5_beta0.3_M2.0_theta0_seed2,longitudinal,2.5,0.3,2.0,0.0,2,PARTIAL,2.0542269736659717,0.6162680920997915,6.103208395020772,1.7109329167727299,5,3.943,0.2015,38.008430748021375,False,0.6925,1.8867,2,0.6324555320336759,1.0
P2_0041,supercritical_f1.3_beta0.3_M3.0_theta0_seed1,longitudinal,1.3,0.3,3.0,0.0,1,PARTIAL,1.8567123171200315,0.5570136951360094,18.303697958891377,7.933390161047939,2,4.962,0.16,39.112465653802985,False,0.9725,1.8067,2,0.8770580193070292,1.0
