sim_name,f,beta,M,theta,seed,classification,lambda_W,lambda_W_err,t_frag,t_radial,t_J,N_peaks,peak_significance,sigma_lw,contrast,radial_collapsed,radial_width_frac,f_transition,sim_id,priority,grid
supercritical_f2.5_beta0.5_M2.0_theta0_seed2,2.5,0.5,2.0,0.0,2,COLLAPSED,,,6.064568825153635,1.2132069773479357,0.6324555320336759,4,3.498,0.2528,115.27733523187591,False,0.3885,1.62,P2_0100,1,longitudinal
supercritical_f1.3_beta0.5_M3.0_theta0_seed1,1.3,0.5,3.0,0.0,1,PARTIAL,2.6332790819867262,0.7899837245960178,19.492616495472575,5.625494841470356,0.8770580193070292,1,4.966,0.1368,33.83036213627375,False,0.9453,1.54,P2_0101,1,longitudinal
supercritical_f1.3_beta0.5_M3.0_theta0_seed2,1.3,0.5,3.0,0.0,2,MEASURABLE,2.7031119766787586,0.3689747848166506,18.631536421828415,5.625494841470356,0.8770580193070292,4,4.605,0.1365,124.81151011599356,False,0.9453,1.54,P2_0102,1,longitudinal
supercritical_f1.4_beta0.5_M3.0_theta0_seed1,1.4,0.5,3.0,0.0,1,PARTIAL,2.3116836992867302,0.6935051097860191,15.602303478609038,4.368821860510387,0.8451542547285166,2,4.765,0.1348,38.99852171597329,False,0.9158,1.54,P2_0103,1,longitudinal
supercritical_f1.4_beta0.5_M3.0_theta0_seed2,1.4,0.5,3.0,0.0,2,MEASURABLE,2.8610122778669327,0.3996834152180105,14.41137717001078,4.368821860510387,0.8451542547285166,4,5.346,0.1397,99.08828025361376,False,0.9158,1.54,P2_0104,1,longitudinal
supercritical_f1.5_beta0.5_M3.0_theta0_seed1,1.5,0.5,3.0,0.0,1,PARTIAL,2.8421384586305454,0.8526415375891636,13.064829031977908,3.570263049439005,0.8164965809277261,1,5.131,0.1402,43.62710185696386,False,0.8823,1.54,P2_0105,1,longitudinal
supercritical_f1.5_beta0.5_M3.0_theta0_seed2,1.5,0.5,3.0,0.0,2,MEASURABLE,2.4321582564021367,0.3570408320398337,12.487739927716728,3.570263049439005,0.8164965809277261,3,5.24,0.1468,104.98089039951029,False,0.8823,1.54,P2_0106,1,longitudinal
supercritical_f1.6_beta0.5_M3.0_theta0_seed1,1.6,0.5,3.0,0.0,1,PARTIAL,2.3201665070223507,0.6960499521067052,11.806984895413493,3.0150874906898855,0.7905694150420948,2,4.454,0.1661,42.168987169141374,False,0.8453,1.54,P2_0107,1,longitudinal
supercritical_f1.6_beta0.5_M3.0_theta0_seed2,1.6,0.5,3.0,0.0,2,PARTIAL,3.0779119989574535,0.923373599687236,10.962146281291894,3.0150874906898855,0.7905694150420948,3,5.182,0.141,34.64444494304975,False,0.8453,1.54,P2_0108,1,longitudinal
supercritical_f1.7_beta0.5_M3.0_theta0_seed1,1.7,0.5,3.0,0.0,1,MEASURABLE,2.5789844612615367,0.45699604653554426,10.04407065874589,2.605705665659658,0.7669649888473704,4,5.311,0.1772,102.69381004944465,False,0.8051,1.54,P2_0109,1,longitudinal
supercritical_f1.7_beta0.5_M3.0_theta0_seed2,1.7,0.5,3.0,0.0,2,MEASURABLE,2.4455277410034792,0.3839478553375462,9.453369543331647,2.605705665659658,0.7669649888473704,3,3.804,0.157,122.11213522988609,False,0.8051,1.54,P2_0110,1,longitudinal
supercritical_f1.8_beta0.5_M3.0_theta0_seed1,1.8,0.5,3.0,0.0,1,COLLAPSED,,,8.77833300237166,2.2909710707878888,0.7453559924999299,3,4.496,0.1755,84.43506547448152,False,0.7618,1.54,P2_0111,1,longitudinal
supercritical_f1.8_beta0.5_M3.0_theta0_seed2,1.8,0.5,3.0,0.0,2,COLLAPSED,,,8.744377509559174,2.2909710707878888,0.7453559924999299,4,3.602,0.1819,84.04176467796252,False,0.7618,1.54,P2_0112,1,longitudinal
supercritical_f1.9_beta0.5_M3.0_theta0_seed1,1.9,0.5,3.0,0.0,1,COLLAPSED,,,8.419649746071105,2.0413368026992114,0.7254762501100117,4,4.201,0.2045,109.41944340380519,False,0.7158,1.54,P2_0113,1,longitudinal
supercritical_f1.9_beta0.5_M3.0_theta0_seed2,1.9,0.5,3.0,0.0,2,COLLAPSED,,,8.123787959726673,2.0413368026992114,0.7254762501100117,3,3.966,0.2099,111.52980886857392,False,0.7158,1.54,P2_0114,1,longitudinal
supercritical_f2.0_beta0.5_M3.0_theta0_seed1,2.0,0.5,3.0,0.0,1,COLLAPSED,,,7.398056672605087,1.8384776310850235,0.7071067811865475,4,4.296,0.1924,91.2737105616938,False,0.6672,1.54,P2_0115,1,longitudinal
supercritical_f2.0_beta0.5_M3.0_theta0_seed2,2.0,0.5,3.0,0.0,2,COLLAPSED,,,7.616471395238223,1.8384776310850235,0.7071067811865475,3,4.897,0.222,88.93914345291401,False,0.6672,1.54,P2_0116,1,longitudinal
supercritical_f2.2_beta0.5_M3.0_theta0_seed1,2.2,0.5,3.0,0.0,1,COLLAPSED,,,6.344070381943142,1.5288894118925997,0.674199862463242,5,3.485,0.2313,116.07041641356732,False,0.5625,1.54,P2_0117,1,longitudinal
supercritical_f2.2_beta0.5_M3.0_theta0_seed2,2.2,0.5,3.0,0.0,2,COLLAPSED,,,5.967561123500154,1.5288894118925997,0.674199862463242,5,3.334,0.1943,148.90529296166315,False,0.5625,1.54,P2_0118,1,longitudinal
supercritical_f2.5_beta0.5_M3.0_theta0_seed1,2.5,0.5,3.0,0.0,1,COLLAPSED,,,4.93270822392884,1.2132069773479357,0.6324555320336759,4,3.05,0.2626,118.06174459116953,False,0.3885,1.54,P2_0119,1,longitudinal
supercritical_f2.5_beta0.5_M3.0_theta0_seed2,2.5,0.5,3.0,0.0,2,PARTIAL,2.125001201032324,0.6375003603096971,4.964816423076703,1.2132069773479357,0.6324555320336759,4,3.144,0.2857,31.762041653221697,False,0.3885,1.54,P2_0120,1,longitudinal
supercritical_f1.3_beta1.0_M1.0_theta0_seed1,1.3,1.0,1.0,0.0,1,PARTIAL,3.0606624442079284,0.9181987332623784,32.88090571859885,3.8945733517871695,0.8770580193070292,2,5.19,0.0882,34.43404564539082,False,0.8859,1.5,P2_0121,1,longitudinal
supercritical_f1.3_beta1.0_M1.0_theta0_seed2,1.3,1.0,1.0,0.0,2,PARTIAL,3.0828701986533393,0.9248610595960017,31.501967580972337,3.8945733517871695,0.8770580193070292,2,4.773,0.1023,38.488964642440294,False,0.8859,1.5,P2_0122,1,longitudinal
supercritical_f1.4_beta1.0_M1.0_theta0_seed1,1.4,1.0,1.0,0.0,1,MEASURABLE,3.5767379350504767,0.28184694928197757,26.461643098461177,3.024568980353345,0.8451542547285166,3,4.883,0.0788,115.36392830262537,False,0.8243,1.5,P2_0123,1,longitudinal
supercritical_f1.4_beta1.0_M1.0_theta0_seed2,1.4,1.0,1.0,0.0,2,PARTIAL,3.2945038178917705,0.9883511453675311,26.608852979366475,3.024568980353345,0.8451542547285166,1,5.12,0.0858,39.5027316681654,False,0.8243,1.5,P2_0124,1,longitudinal
supercritical_f1.5_beta1.0_M1.0_theta0_seed1,1.5,1.0,1.0,0.0,1,PARTIAL,3.165386955373717,0.949616086612115,21.93082123013526,2.471720572688542,0.8164965809277261,2,5.041,0.0863,32.48187162350406,False,0.7545,1.5,P2_0125,1,longitudinal
supercritical_f1.5_beta1.0_M1.0_theta0_seed2,1.5,1.0,1.0,0.0,2,PARTIAL,2.8570833802004403,0.8571250140601321,22.79065172216404,2.471720572688542,0.8164965809277261,2,4.989,0.0825,35.238506355613,False,0.7545,1.5,P2_0126,1,longitudinal
supercritical_f1.6_beta1.0_M1.0_theta0_seed1,1.6,1.0,1.0,0.0,1,PARTIAL,3.2863742516964374,0.9859122755089311,18.936063462991907,2.087368262785305,0.7905694150420948,3,4.647,0.1013,43.0451723313267,False,0.6773,1.5,P2_0127,1,longitudinal
supercritical_f1.6_beta1.0_M1.0_theta0_seed2,1.6,1.0,1.0,0.0,2,PARTIAL,3.731752452816504,1.119525735844951,19.584049218419963,2.087368262785305,0.7905694150420948,1,5.061,0.0842,32.72885269040394,False,0.6773,1.5,P2_0128,1,longitudinal
supercritical_f1.7_beta1.0_M1.0_theta0_seed1,1.7,1.0,1.0,0.0,1,PARTIAL,3.686055503668405,1.1058166511005214,17.427007445646623,1.803950076225917,0.7669649888473704,1,4.87,0.1141,41.51948328961113,False,0.5933,1.5,P2_0129,1,longitudinal
supercritical_f1.7_beta1.0_M1.0_theta0_seed2,1.7,1.0,1.0,0.0,2,PARTIAL,3.045323455574026,0.9135970366722077,16.37096636591671,1.803950076225917,0.7669649888473704,2,3.773,0.1049,31.97869068364174,False,0.5933,1.5,P2_0130,1,longitudinal
supercritical_f1.8_beta1.0_M1.0_theta0_seed1,1.8,1.0,1.0,0.0,1,COLLAPSED,,,14.556308524030788,1.586056895160846,0.7453559924999299,4,3.911,0.1128,81.46714680570261,False,0.5031,1.5,P2_0131,1,longitudinal
supercritical_f1.8_beta1.0_M1.0_theta0_seed2,1.8,1.0,1.0,0.0,2,COLLAPSED,,,15.47013362193117,1.586056895160846,0.7453559924999299,4,4.439,0.1367,91.435525867833,False,0.5031,1.5,P2_0132,1,longitudinal
supercritical_f1.9_beta1.0_M1.0_theta0_seed1,1.9,1.0,1.0,0.0,1,COLLAPSED,,,13.764394907589676,1.4132331710994541,0.7254762501100117,3,4.677,0.1321,74.7347332558172,False,0.4071,1.5,P2_0133,1,longitudinal
supercritical_f1.9_beta1.0_M1.0_theta0_seed2,1.9,1.0,1.0,0.0,2,COLLAPSED,,,13.35426779438305,1.4132331710994541,0.7254762501100117,2,4.274,0.1346,74.9928553417119,False,0.4071,1.5,P2_0134,1,longitudinal
supercritical_f2.0_beta1.0_M1.0_theta0_seed1,2.0,1.0,1.0,0.0,1,COLLAPSED,,,12.429430688149044,1.2727922061357855,0.7071067811865475,3,4.201,0.1534,83.61613280175044,False,0.3056,1.5,P2_0135,1,longitudinal
supercritical_f2.0_beta1.0_M1.0_theta0_seed2,2.0,1.0,1.0,0.0,2,COLLAPSED,,,12.185348504830309,1.2727922061357855,0.7071067811865475,4,4.07,0.1453,89.22512499119766,False,0.3056,1.5,P2_0136,1,longitudinal
supercritical_f2.2_beta1.0_M1.0_theta0_seed1,2.2,1.0,1.0,0.0,1,PARTIAL,2.719475916708421,0.8158427750125262,10.692679416966099,1.0584619005410305,0.674199862463242,3,3.682,0.1693,32.453777139276454,True,0.0871,1.5,P2_0137,1,longitudinal
supercritical_f2.2_beta1.0_M1.0_theta0_seed2,2.2,1.0,1.0,0.0,2,PARTIAL,2.680711111234303,0.8042133333702909,10.801286906107073,1.0584619005410305,0.674199862463242,3,4.005,0.1657,40.29922665535082,True,0.0871,1.5,P2_0138,1,longitudinal
supercritical_f2.5_beta1.0_M1.0_theta0_seed1,2.5,1.0,1.0,0.0,1,PARTIAL,3.001570493549961,0.9004711480649883,8.450939981887515,0.83991252277934,0.6324555320336759,4,3.036,0.2473,35.63494104447562,True,0.05,1.5,P2_0139,1,longitudinal
supercritical_f2.5_beta1.0_M1.0_theta0_seed2,2.5,1.0,1.0,0.0,2,PARTIAL,2.404226567107701,0.7212679701323104,8.493527211809925,0.83991252277934,0.6324555320336759,5,3.159,0.2378,42.808810823972095,True,0.05,1.5,P2_0140,1,longitudinal
supercritical_f1.3_beta1.0_M2.0_theta0_seed1,1.3,1.0,2.0,0.0,1,MEASURABLE,3.474290518929725,0.37800280845955403,22.90367764318929,3.8945733517871695,0.8770580193070292,3,4.883,0.1088,75.22420960095494,False,0.8859,1.42,P2_0141,1,longitudinal
supercritical_f1.3_beta1.0_M2.0_theta0_seed2,1.3,1.0,2.0,0.0,2,PARTIAL,3.200140347692996,0.9600421043078987,23.031094056659978,3.8945733517871695,0.8770580193070292,1,5.12,0.1158,39.29481000611981,False,0.8859,1.42,P2_0142,1,longitudinal
supercritical_f1.4_beta1.0_M2.0_theta0_seed1,1.4,1.0,2.0,0.0,1,PARTIAL,3.0700071051054363,0.9210021315316308,18.316432869141604,3.024568980353345,0.8451542547285166,2,5.041,0.1163,35.49438671297621,False,0.8243,1.42,P2_0143,1,longitudinal
supercritical_f1.4_beta1.0_M2.0_theta0_seed2,1.4,1.0,2.0,0.0,2,PARTIAL,2.770993373244138,0.8312980119732414,19.034555885184673,3.024568980353345,0.8451542547285166,2,4.989,0.1125,42.13250039612049,False,0.8243,1.42,P2_0144,1,longitudinal
supercritical_f1.5_beta1.0_M2.0_theta0_seed1,1.5,1.0,2.0,0.0,1,PARTIAL,3.18309237063174,0.954927711189522,15.448857137348336,2.471720572688542,0.8164965809277261,4,4.687,0.1281,31.67913309813806,False,0.7545,1.42,P2_0145,1,longitudinal
supercritical_f1.5_beta1.0_M2.0_theta0_seed2,1.5,1.0,2.0,0.0,2,PARTIAL,3.614473535847224,1.0843420607541672,15.977511859181588,2.471720572688542,0.8164965809277261,1,5.101,0.1115,38.15270399227623,False,0.7545,1.42,P2_0146,1,longitudinal
supercritical_f1.6_beta1.0_M2.0_theta0_seed1,1.6,1.0,2.0,0.0,1,PARTIAL,3.5660231427669644,1.0698069428300894,13.981085486439625,2.087368262785305,0.7905694150420948,1,4.91,0.141,39.865572984757435,False,0.6773,1.42,P2_0147,1,longitudinal
supercritical_f1.6_beta1.0_M2.0_theta0_seed2,1.6,1.0,2.0,0.0,2,PARTIAL,2.9461558321572605,0.8838467496471781,13.133860243726815,2.087368262785305,0.7905694150420948,3,3.813,0.1321,37.97316097257736,False,0.6773,1.42,P2_0148,1,longitudinal
supercritical_f1.7_beta1.0_M2.0_theta0_seed1,1.7,1.0,2.0,0.0,1,COLLAPSED,,,11.530314495903605,1.803950076225917,0.7669649888473704,3,3.951,0.1401,76.94119420538581,False,0.5933,1.42,P2_0149,1,longitudinal
supercritical_f1.7_beta1.0_M2.0_theta0_seed2,1.7,1.0,2.0,0.0,2,COLLAPSED,,,12.254171836220793,1.803950076225917,0.7669649888473704,3,4.479,0.1634,86.35577443073116,False,0.5933,1.42,P2_0150,1,longitudinal
supercritical_f1.8_beta1.0_M2.0_theta0_seed1,1.8,1.0,2.0,0.0,1,COLLAPSED,,,10.79391313838873,1.586056895160846,0.7453559924999299,4,4.717,0.1593,70.80132624235314,False,0.5031,1.42,P2_0151,1,longitudinal
supercritical_f1.8_beta1.0_M2.0_theta0_seed2,1.8,1.0,2.0,0.0,2,COLLAPSED,,,10.47229519111453,1.586056895160846,0.7453559924999299,2,4.314,0.1617,71.045862955306,False,0.5031,1.42,P2_0152,1,longitudinal
supercritical_f1.9_beta1.0_M2.0_theta0_seed1,1.9,1.0,2.0,0.0,1,COLLAPSED,,,9.667514009366387,1.4132331710994541,0.7254762501100117,4,4.241,0.1805,79.43532616166291,False,0.4071,1.42,P2_0153,1,longitudinal
supercritical_f1.9_beta1.0_M2.0_theta0_seed2,1.9,1.0,2.0,0.0,2,COLLAPSED,,,9.477668795544933,1.4132331710994541,0.7254762501100117,4,4.11,0.1725,84.76386874163778,False,0.4071,1.42,P2_0154,1,longitudinal
supercritical_f2.0_beta1.0_M2.0_theta0_seed1,2.0,1.0,2.0,0.0,1,COLLAPSED,,,9.095062591099714,1.2727922061357855,0.7071067811865475,4,3.625,0.2034,104.38957090478466,False,0.3056,1.42,P2_0155,1,longitudinal
supercritical_f2.0_beta1.0_M2.0_theta0_seed2,2.0,1.0,2.0,0.0,2,COLLAPSED,,,8.621438040175459,1.2727922061357855,0.7071067811865475,2,4.299,0.1792,75.50046728163743,False,0.3056,1.42,P2_0156,1,longitudinal
supercritical_f2.2_beta1.0_M2.0_theta0_seed1,2.2,1.0,2.0,0.0,1,PARTIAL,2.6073195218314247,0.7821958565494274,7.419027137964584,1.0584619005410305,0.674199862463242,3,3.293,0.2069,42.230349916319575,True,0.0871,1.42,P2_0157,1,longitudinal
supercritical_f2.2_beta1.0_M2.0_theta0_seed2,2.2,1.0,2.0,0.0,2,PARTIAL,2.397312549620477,0.7191937648861431,7.471521288301869,1.0584619005410305,0.674199862463242,3,4.226,0.2409,32.2356915561482,True,0.0871,1.42,P2_0158,1,longitudinal
supercritical_f2.5_beta1.0_M2.0_theta0_seed1,2.5,1.0,2.0,0.0,1,PARTIAL,2.7467878055478567,0.824036341664357,5.920308416358238,0.83991252277934,0.6324555320336759,5,3.083,0.2657,42.88431525375081,True,0.05,1.42,P2_0159,1,longitudinal
supercritical_f2.5_beta1.0_M2.0_theta0_seed2,2.5,1.0,2.0,0.0,2,PARTIAL,2.388604785707334,0.7165814357122001,5.768633742830382,0.83991252277934,0.6324555320336759,5,2.944,0.2912,41.95020624723375,True,0.05,1.42,P2_0160,1,longitudinal
supercritical_f1.3_beta1.0_M3.0_theta0_seed1,1.3,1.0,3.0,0.0,1,PARTIAL,2.9738132336115517,0.8921439700834655,18.306220193204542,3.8945733517871695,0.8770580193070292,2,5.041,0.1463,35.49438671297621,False,0.8859,1.34,P2_0161,1,longitudinal
supercritical_f1.3_beta1.0_M3.0_theta0_seed2,1.3,1.0,3.0,0.0,2,PARTIAL,2.684168629414401,0.8052505888243203,19.023942806085152,3.8945733517871695,0.8770580193070292,2,4.989,0.1425,42.13250039612049,False,0.8859,1.34,P2_0162,1,longitudinal
supercritical_f1.4_beta1.0_M3.0_theta0_seed1,1.4,1.0,3.0,0.0,1,PARTIAL,3.0786272760611313,0.9235881828183393,14.89881505861639,3.024568980353345,0.8451542547285166,4,4.727,0.1549,31.67913309813806,False,0.8243,1.34,P2_0163,1,longitudinal
supercritical_f1.4_beta1.0_M3.0_theta0_seed2,1.4,1.0,3.0,0.0,2,PARTIAL,3.495851053122884,1.0487553159368652,15.408647524567321,3.024568980353345,0.8451542547285166,1,5.141,0.1388,38.15270399227623,False,0.8243,1.34,P2_0164,1,longitudinal
supercritical_f1.5_beta1.0_M3.0_theta0_seed1,1.5,1.0,3.0,0.0,1,PARTIAL,3.4443849152498833,1.0333154745749649,13.170944391244985,2.471720572688542,0.8164965809277261,1,4.95,0.1679,39.865572984757435,False,0.7545,1.34,P2_0165,1,longitudinal
supercritical_f1.5_beta1.0_M3.0_theta0_seed2,1.5,1.0,3.0,0.0,2,PARTIAL,2.845661483392419,0.8536984450177257,12.372812045265668,2.471720572688542,0.8164965809277261,3,3.853,0.1592,37.97316097257736,False,0.7545,1.34,P2_0166,1,longitudinal
supercritical_f1.6_beta1.0_M3.0_theta0_seed1,1.6,1.0,3.0,0.0,1,COLLAPSED,,,10.681410253071236,2.087368262785305,0.7905694150420948,3,3.991,0.1674,72.415241605069,False,0.6773,1.34,P2_0167,1,longitudinal
supercritical_f1.6_beta1.0_M3.0_theta0_seed2,1.6,1.0,3.0,0.0,2,COLLAPSED,,,11.351974548552663,2.087368262785305,0.7905694150420948,3,4.519,0.1901,81.27602299362933,False,0.6773,1.34,P2_0168,1,longitudinal
supercritical_f1.7_beta1.0_M3.0_theta0_seed1,1.7,1.0,3.0,0.0,1,COLLAPSED,,,9.872751100718958,1.803950076225917,0.7669649888473704,3,4.757,0.1864,66.86791922888908,False,0.5933,1.34,P2_0169,1,longitudinal
supercritical_f1.7_beta1.0_M3.0_theta0_seed2,1.7,1.0,3.0,0.0,2,COLLAPSED,,,9.578580311844487,1.803950076225917,0.7669649888473704,1,4.354,0.1888,67.09887056890011,False,0.5933,1.34,P2_0170,1,longitudinal
supercritical_f1.8_beta1.0_M3.0_theta0_seed1,1.8,1.0,3.0,0.0,1,COLLAPSED,,,8.753988524951966,1.586056895160846,0.7453559924999299,4,4.281,0.2075,75.2545195215754,False,0.5031,1.34,P2_0171,1,longitudinal
supercritical_f1.8_beta1.0_M3.0_theta0_seed2,1.8,1.0,3.0,0.0,2,COLLAPSED,,,8.582082611839255,1.586056895160846,0.7453559924999299,4,4.15,0.1997,80.3026124920779,False,0.5031,1.34,P2_0172,1,longitudinal
supercritical_f1.9_beta1.0_M3.0_theta0_seed1,1.9,1.0,3.0,0.0,1,COLLAPSED,,,8.168430790165374,1.4132331710994541,0.7254762501100117,4,3.665,0.2303,99.17009235954544,False,0.4071,1.34,P2_0173,1,longitudinal
supercritical_f1.9_beta1.0_M3.0_theta0_seed2,1.9,1.0,3.0,0.0,2,COLLAPSED,,,7.743060505354596,1.4132331710994541,0.7254762501100117,2,4.339,0.2065,71.72544391755555,False,0.4071,1.34,P2_0174,1,longitudinal
supercritical_f2.0_beta1.0_M3.0_theta0_seed1,2.0,1.0,3.0,0.0,1,COLLAPSED,,,7.325330880001866,1.2727922061357855,0.7071067811865475,4,3.762,0.2238,93.80589359733791,False,0.3056,1.34,P2_0175,1,longitudinal
supercritical_f2.0_beta1.0_M3.0_theta0_seed2,2.0,1.0,3.0,0.0,2,PARTIAL,2.4826204555238,0.7447861366571399,7.399735597751235,1.2727922061357855,0.7071067811865475,3,4.085,0.2203,34.839499355914896,False,0.3056,1.34,P2_0176,1,longitudinal
supercritical_f2.2_beta1.0_M3.0_theta0_seed1,2.2,1.0,3.0,0.0,1,PARTIAL,2.781190213833356,0.8343570641500068,6.066782206999782,1.0584619005410305,0.674199862463242,4,3.305,0.23,36.026573450344436,True,0.0871,1.34,P2_0177,1,longitudinal
supercritical_f2.2_beta1.0_M3.0_theta0_seed2,2.2,1.0,3.0,0.0,2,PARTIAL,2.1306419570623927,0.6391925871187177,6.355675387504713,1.0584619005410305,0.674199862463242,4,2.938,0.2757,41.68121842361669,True,0.0871,1.34,P2_0178,1,longitudinal
supercritical_f2.5_beta1.0_M3.0_theta0_seed1,2.5,1.0,3.0,0.0,1,PARTIAL,2.3475042376442925,0.7767891522364965,4.932640572120477,0.83991252277934,0.6324555320336759,4,2.779,0.3309,36.797441097913705,True,0.05,1.34,P2_0179,1,longitudinal
supercritical_f2.5_beta1.0_M3.0_theta0_seed2,2.5,1.0,3.0,0.0,2,PARTIAL,2.2793731881303403,0.6838119564391021,5.08592016053882,0.83991252277934,0.6324555320336759,6,2.381,0.2839,34.384591788969566,True,0.05,1.34,P2_0180,1,longitudinal
supercritical_f1.3_beta2.0_M1.0_theta0_seed1,1.3,2.0,1.0,0.0,1,MEASURABLE,3.816154345735167,0.30071296244393114,32.39069155121974,3.029112606945576,0.8770580193070292,3,4.883,0.0788,115.36392830262537,False,0.8114,1.4,P2_0181,1,longitudinal
supercritical_f1.3_beta2.0_M1.0_theta0_seed2,1.3,2.0,1.0,0.0,2,PARTIAL,3.5150282995254876,1.0545084898576462,32.57088557121892,3.029112606945576,0.8770580193070292,1,5.12,0.0858,39.5027316681654,False,0.8114,1.4,P2_0182,1,longitudinal
supercritical_f1.4_beta2.0_M1.0_theta0_seed1,1.4,2.0,1.0,0.0,1,PARTIAL,3.372090184097504,1.0116270552292512,25.903347777836398,2.3524425402748235,0.8451542547285166,2,5.041,0.0863,32.48187162350406,False,0.7096,1.4,P2_0183,1,longitudinal
supercritical_f1.4_beta2.0_M1.0_theta0_seed2,1.4,2.0,1.0,0.0,2,PARTIAL,3.0436540484146137,0.913096214524384,26.918927086576783,2.3524425402748235,0.8451542547285166,2,4.989,0.0825,35.238506355613,False,0.7096,1.4,P2_0184,1,longitudinal
supercritical_f1.5_beta2.0_M1.0_theta0_seed1,1.5,2.0,1.0,0.0,1,PARTIAL,3.4963028327305152,1.0488908498191545,21.847983286802407,1.9224493343133102,0.8164965809277261,3,4.647,0.1013,43.0451723313267,False,0.5941,1.4,P2_0185,1,longitudinal
supercritical_f1.5_beta2.0_M1.0_theta0_seed2,1.5,2.0,1.0,0.0,2,PARTIAL,3.970131114889399,1.1910393344668198,22.59561396423157,1.9224493343133102,0.8164965809277261,1,5.061,0.0842,32.72885269040394,False,0.5941,1.4,P2_0186,1,longitudinal
supercritical_f1.6_beta2.0_M1.0_theta0_seed1,1.6,2.0,1.0,0.0,1,PARTIAL,3.916913291826414,1.1750739875479241,19.772240711620558,1.623508648833015,0.7905694150420948,1,4.87,0.1141,41.51948328961113,False,0.4665,1.4,P2_0187,1,longitudinal
supercritical_f1.6_beta2.0_M1.0_theta0_seed2,1.6,2.0,1.0,0.0,2,PARTIAL,3.2360521726212474,0.9708156517863742,18.574083282991268,1.623508648833015,0.7905694150420948,2,3.773,0.1049,31.97869068364174,False,0.4665,1.4,P2_0188,1,longitudinal
supercritical_f1.7_beta2.0_M1.0_theta0_seed1,1.7,2.0,1.0,0.0,1,COLLAPSED,,,16.306327138533977,1.4030722815090466,0.7669649888473704,3,3.911,0.1128,76.94119420538581,False,0.3277,1.4,P2_0189,1,longitudinal
supercritical_f1.7_beta2.0_M1.0_theta0_seed2,1.7,2.0,1.0,0.0,2,COLLAPSED,,,17.33001600643386,1.4030722815090466,0.7669649888473704,3,4.439,0.1367,86.35577443073116,False,0.3277,1.4,P2_0190,1,longitudinal
supercritical_f1.8_beta2.0_M1.0_theta0_seed1,1.8,2.0,1.0,0.0,1,PARTIAL,2.629789566479284,0.7889368699437852,15.26489835138648,1.2335998073473244,0.7453559924999299,2,4.677,0.1321,37.0073442921405,True,0.1786,1.4,P2_0191,1,longitudinal
supercritical_f1.8_beta2.0_M1.0_theta0_seed2,1.8,2.0,1.0,0.0,2,PARTIAL,2.6366820740377963,0.7910046222113388,14.810061888448711,1.2335998073473244,0.7453559924999299,1,4.274,0.1346,30.97447318935047,True,0.1786,1.4,P2_0192,1,longitudinal
supercritical_f1.9_beta2.0_M1.0_theta0_seed1,1.9,2.0,1.0,0.0,1,PARTIAL,2.7109761543883897,0.8132928463165169,13.671929426477842,1.0991813552995753,0.7254762501100117,3,4.201,0.1534,38.364023849371996,True,0.05,1.4,P2_0193,1,longitudinal
supercritical_f1.9_beta2.0_M1.0_theta0_seed2,1.9,2.0,1.0,0.0,2,PARTIAL,2.850972338044609,0.8552917014133826,13.40344775033992,1.0991813552995753,0.7254762501100117,4,4.07,0.1453,38.63322311754464,True,0.05,1.4,P2_0194,1,longitudinal
supercritical_f2.0_beta2.0_M1.0_theta0_seed1,2.0,2.0,1.0,0.0,1,PARTIAL,3.1801508104843057,0.9540452431452917,12.8623608669654,0.9899494936611664,0.7071067811865475,3,3.585,0.1766,44.39352050325366,True,0.05,1.4,P2_0195,1,longitudinal
supercritical_f2.0_beta2.0_M1.0_theta0_seed2,2.0,2.0,1.0,0.0,2,PARTIAL,2.470111309936588,0.7410333929809764,12.192554603575452,0.9899494936611664,0.7071067811865475,2,4.259,0.1519,31.47798659696088,True,0.05,1.4,P2_0196,1,longitudinal
supercritical_f2.2_beta2.0_M1.0_theta0_seed1,2.2,2.0,1.0,0.0,1,PARTIAL,2.8638749896546543,0.8591624968963962,10.492088798123563,0.8232481448652459,0.674199862463242,3,3.253,0.1796,42.15465688877069,True,0.05,1.4,P2_0197,1,longitudinal
supercritical_f2.2_beta2.0_M1.0_theta0_seed2,2.2,2.0,1.0,0.0,2,PARTIAL,2.633203715830272,0.7899611147490816,10.566326737475803,0.8232481448652459,0.674199862463242,3,4.186,0.2141,33.32896120564386,True,0.05,1.4,P2_0198,1,longitudinal
supercritical_f2.5_beta2.0_M1.0_theta0_seed1,2.5,2.0,1.0,0.0,1,PARTIAL,3.01706669716927,0.905120009150781,8.372580455845402,0.6532652954950422,0.6324555320336759,5,3.043,0.2387,44.94285063895054,True,0.05,1.4,P2_0199,1,longitudinal
supercritical_f2.5_beta2.0_M1.0_theta0_seed2,2.5,2.0,1.0,0.0,2,PARTIAL,2.623639123889062,0.7870917371667185,8.158080075473796,0.6532652954950422,0.6324555320336759,5,2.904,0.2645,35.55793749129613,True,0.05,1.4,P2_0200,1,longitudinal
supercritical_f1.3_beta2.0_M2.0_theta0_seed1,1.3,2.0,2.0,0.0,1,PARTIAL,3.2755044312243173,0.9826513293672952,22.420449296192405,3.029112606945576,0.8770580193070292,2,5.041,0.1163,35.49438671297621,False,0.8114,1.32,P2_0201,1,longitudinal
