sim_name,f,beta,M,theta,seed,resolution,density_contrast,perturb_offset,sim_type,classification,lambda_W,lambda_W_err,t_frag,t_radial,t_J,N_peaks,peak_significance,sigma_lw,contrast,radial_collapsed,radial_width_frac,f_transition,survival_time,decay_mode,lw_asymptotic,lw_early_representative,lw_t0.5,lw_t1.0,lw_t1.5,lw_t2.0,lw_t2.5,lw_t3.0,class_t0.5,class_t1.0,class_t1.5,class_t2.0,class_t2.5,class_t3.0,sim_id,subcampaign
supercritical_f1.90_beta0.3_M1.0_theta0_seed2_res128_dc1.0,1.900000,0.300000,1.000000,0.000000,2,128,1.000000,0.000000,fine_sample_A,MEASURABLE,2.596823,0.245919,13.786606,2.878808,0.725476,4,4.702000,0.094700,93.204211,False,0.857100,1.966667,3.000000,persistent,2.520296,True,2.433876,2.558777,2.596823,2.461625,2.539282,2.603027,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0056,A
supercritical_f1.95_beta0.3_M1.0_theta0_seed1_res128_dc1.0,1.950000,0.300000,1.000000,0.000000,1,128,1.000000,0.000000,fine_sample_A,PARTIAL,2.367503,0.187743,13.133011,2.728735,0.716115,3,5.308000,0.079300,41.590167,False,0.845000,1.966667,3.000000,persistent,2.432106,True,2.432579,2.379080,2.367503,2.469837,2.445016,2.509782,PARTIAL,PARTIAL,PARTIAL,PARTIAL,MEASURABLE,MEASURABLE,P3_0057,A
supercritical_f1.95_beta0.3_M1.0_theta0_seed2_res128_dc1.0,1.950000,0.300000,1.000000,0.000000,2,128,1.000000,0.000000,fine_sample_A,PARTIAL,2.368908,0.181458,13.133011,2.728735,0.716115,4,4.944000,0.076600,30.508736,False,0.845000,1.966667,3.000000,persistent,2.389519,True,2.414570,2.425921,2.368908,2.432749,2.403665,2.431274,PARTIAL,PARTIAL,PARTIAL,PARTIAL,MEASURABLE,MEASURABLE,P3_0058,A
supercritical_f2.00_beta0.3_M1.0_theta0_seed1_res128_dc1.0,2.000000,0.300000,1.000000,0.000000,1,128,1.000000,0.000000,fine_sample_A,PARTIAL,2.314114,0.190220,12.533686,2.592725,0.707107,5,5.266000,0.082200,38.429305,False,0.832600,1.966667,3.000000,persistent,2.340404,True,2.328403,2.359545,2.314114,2.357583,2.379514,2.403519,PARTIAL,PARTIAL,PARTIAL,PARTIAL,MEASURABLE,MEASURABLE,P3_0059,A
supercritical_f2.00_beta0.3_M1.0_theta0_seed2_res128_dc1.0,2.000000,0.300000,1.000000,0.000000,2,128,1.000000,0.000000,fine_sample_A,PARTIAL,2.381451,0.250291,12.533686,2.592725,0.707107,4,5.352000,0.105100,41.453538,False,0.832600,1.966667,3.000000,persistent,2.346669,True,2.399332,2.319667,2.381451,2.426163,2.369947,2.402483,PARTIAL,PARTIAL,PARTIAL,PARTIAL,MEASURABLE,MEASURABLE,P3_0060,A
supercritical_f1.30_beta0.5_M1.0_theta0_seed1_res128_dc1.0,1.300000,0.500000,1.000000,0.000000,1,128,1.000000,0.000000,fine_sample_A,PARTIAL,3.227844,0.296316,32.415909,5.625495,0.877058,2,5.149000,0.091800,35.686215,False,0.945300,1.700000,0.000000,never_fragmented,3.081539,True,3.016064,3.044297,3.227844,3.079397,3.123869,3.140937,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,P3_0061,A
supercritical_f1.30_beta0.5_M1.0_theta0_seed2_res128_dc1.0,1.300000,0.500000,1.000000,0.000000,2,128,1.000000,0.000000,fine_sample_A,MEASURABLE,3.159003,0.280204,32.415909,5.625495,0.877058,3,5.221000,0.088700,105.617828,False,0.945300,1.700000,3.000000,persistent,3.089534,True,3.053609,3.090563,3.159003,3.139505,3.145032,3.178662,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0062,A
supercritical_f1.35_beta0.5_M1.0_theta0_seed1_res128_dc1.0,1.350000,0.500000,1.000000,0.000000,1,128,1.000000,0.000000,fine_sample_A,PARTIAL,3.090857,0.272614,29.135306,4.917625,0.860663,2,5.190000,0.088200,33.486862,False,0.931100,1.700000,0.000000,never_fragmented,3.158731,True,3.164289,3.254347,3.090857,3.222013,3.202394,3.188887,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,P3_0063,A
supercritical_f1.35_beta0.5_M1.0_theta0_seed2_res128_dc1.0,1.350000,0.500000,1.000000,0.000000,2,128,1.000000,0.000000,fine_sample_A,PARTIAL,3.199382,0.327297,29.135306,4.917625,0.860663,2,4.773000,0.102300,43.045111,False,0.931100,1.700000,0.000000,never_fragmented,3.148553,True,3.033825,3.243678,3.199382,3.169292,3.178514,3.242181,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,P3_0064,A
supercritical_f1.40_beta0.5_M1.0_theta0_seed1_res128_dc1.0,1.400000,0.500000,1.000000,0.000000,1,128,1.000000,0.000000,fine_sample_A,PARTIAL,3.174879,0.237481,26.482245,4.368822,0.845154,2,4.654000,0.074800,33.986524,False,0.915800,1.700000,0.000000,never_fragmented,3.222408,True,3.060281,3.194270,3.174879,3.285090,3.273981,3.317652,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,P3_0065,A
supercritical_f1.40_beta0.5_M1.0_theta0_seed2_res128_dc1.0,1.400000,0.500000,1.000000,0.000000,2,128,1.000000,0.000000,fine_sample_A,MEASURABLE,2.718296,0.190553,26.482245,4.368822,0.845154,3,5.341000,0.070100,93.985971,False,0.915800,1.700000,3.000000,persistent,2.734774,True,2.667815,2.641964,2.718296,2.720571,2.780307,2.809564,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0066,A
supercritical_f1.45_beta0.5_M1.0_theta0_seed1_res128_dc1.0,1.450000,0.500000,1.000000,0.000000,1,128,1.000000,0.000000,fine_sample_A,MEASURABLE,3.128786,0.246548,24.281814,3.929886,0.830455,3,4.883000,0.078800,108.027230,False,0.899500,1.700000,3.000000,persistent,3.138591,True,3.127645,3.126635,3.128786,3.288056,3.166359,3.220047,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0067,A
supercritical_f1.45_beta0.5_M1.0_theta0_seed2_res128_dc1.0,1.450000,0.500000,1.000000,0.000000,2,128,1.000000,0.000000,fine_sample_A,PARTIAL,2.950353,0.253140,24.281814,3.929886,0.830455,1,5.120000,0.085800,32.255300,False,0.899500,1.700000,0.000000,immediate_collapse,2.898430,True,2.906305,2.871625,2.950353,2.953433,2.943495,2.950148,PARTIAL,PARTIAL,PARTIAL,PARTIAL,COLLAPSED,COLLAPSED,P3_0068,A
supercritical_f1.50_beta0.5_M1.0_theta0_seed1_res128_dc1.0,1.500000,0.500000,1.000000,0.000000,1,128,1.000000,0.000000,fine_sample_A,PARTIAL,2.698670,0.207258,22.420939,3.570263,0.816497,1,4.966000,0.076800,40.230080,False,0.882300,1.700000,0.000000,immediate_collapse,2.725935,True,2.731396,2.649271,2.698670,2.675961,2.739049,2.781413,PARTIAL,PARTIAL,PARTIAL,PARTIAL,COLLAPSED,COLLAPSED,P3_0069,A
supercritical_f1.50_beta0.5_M1.0_theta0_seed2_res128_dc1.0,1.500000,0.500000,1.000000,0.000000,2,128,1.000000,0.000000,fine_sample_A,MEASURABLE,2.930636,0.224194,22.420939,3.570263,0.816497,3,4.605000,0.076500,96.565518,False,0.882300,1.700000,3.000000,persistent,3.070276,True,3.095167,2.945367,2.930636,3.082847,3.111871,3.161444,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0070,A
supercritical_f1.55_beta0.5_M1.0_theta0_seed1_res128_dc1.0,1.550000,0.500000,1.000000,0.000000,1,128,1.000000,0.000000,fine_sample_A,PARTIAL,2.746480,0.237021,20.822705,3.269908,0.803219,2,5.041000,0.086300,38.537100,False,0.864200,1.700000,0.000000,never_fragmented,2.713493,True,2.713038,2.780771,2.746480,2.700280,2.726567,2.770834,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,P3_0071,A
supercritical_f1.55_beta0.5_M1.0_theta0_seed2_res128_dc1.0,1.550000,0.500000,1.000000,0.000000,2,128,1.000000,0.000000,fine_sample_A,PARTIAL,2.997846,0.247322,20.822705,3.269908,0.803219,2,4.989000,0.082500,35.000490,False,0.864200,1.700000,0.000000,never_fragmented,3.016067,True,2.953744,2.974666,2.997846,2.937393,3.053237,3.119486,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,P3_0072,A
supercritical_f1.60_beta0.5_M1.0_theta0_seed1_res128_dc1.0,1.600000,0.500000,1.000000,0.000000,1,128,1.000000,0.000000,fine_sample_A,PARTIAL,2.834085,0.211990,19.432655,3.015087,0.790569,3,4.765000,0.074800,30.185807,False,0.845300,1.700000,3.000000,persistent,2.844521,True,2.861686,2.816490,2.834085,2.885376,2.894221,2.878743,PARTIAL,PARTIAL,PARTIAL,PARTIAL,MEASURABLE,MEASURABLE,P3_0073,A
supercritical_f1.60_beta0.5_M1.0_theta0_seed2_res128_dc1.0,1.600000,0.500000,1.000000,0.000000,2,128,1.000000,0.000000,fine_sample_A,MEASURABLE,3.001346,0.239207,19.432655,3.015087,0.790569,4,5.346000,0.079700,77.209074,False,0.845300,1.700000,3.000000,persistent,2.978901,True,2.977138,3.006782,3.001346,2.973603,3.015940,3.040753,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0074,A
supercritical_f1.65_beta0.5_M1.0_theta0_seed1_res128_dc1.0,1.650000,0.500000,1.000000,0.000000,1,128,1.000000,0.000000,fine_sample_A,PARTIAL,2.936628,0.250494,18.210960,2.796059,0.778499,4,4.847000,0.085300,34.934297,False,0.825600,1.700000,3.000000,persistent,2.931698,True,2.986594,2.956123,2.936628,2.881024,2.948777,2.979227,PARTIAL,PARTIAL,PARTIAL,PARTIAL,MEASURABLE,MEASURABLE,P3_0075,A
supercritical_f1.65_beta0.5_M1.0_theta0_seed2_res128_dc1.0,1.650000,0.500000,1.000000,0.000000,2,128,1.000000,0.000000,fine_sample_A,PARTIAL,2.820254,0.199956,18.210960,2.796059,0.778499,2,5.261000,0.070900,40.942412,False,0.825600,1.700000,0.000000,never_fragmented,2.797966,True,2.782287,2.758873,2.820254,2.748097,2.844055,2.867273,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,P3_0076,A
supercritical_f1.70_beta0.5_M1.0_theta0_seed1_res128_dc1.0,1.700000,0.500000,1.000000,0.000000,1,128,1.000000,0.000000,fine_sample_A,PARTIAL,2.849409,0.228523,17.127701,2.605706,0.766965,2,5.131000,0.080200,43.311906,False,0.805100,1.700000,0.000000,immediate_collapse,2.770395,True,2.787718,2.763281,2.849409,2.801109,2.813010,2.830385,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,COLLAPSED,P3_0077,A
supercritical_f1.70_beta0.5_M1.0_theta0_seed2_res128_dc1.0,1.700000,0.500000,1.000000,0.000000,2,128,1.000000,0.000000,fine_sample_A,MEASURABLE,2.701911,0.234526,17.127701,2.605706,0.766965,3,5.240000,0.086800,101.732082,False,0.805100,1.700000,2.500000,radial_collapse,2.738888,True,2.723587,2.761975,2.701911,2.846279,2.759647,2.776221,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,COLLAPSED,P3_0078,A
supercritical_f1.75_beta0.5_M1.0_theta0_seed1_res128_dc1.0,1.750000,0.500000,1.000000,0.000000,1,128,1.000000,0.000000,fine_sample_A,PARTIAL,2.814316,0.255258,16.159891,2.438700,0.755929,2,5.170000,0.090700,40.633742,False,0.783800,1.700000,0.000000,immediate_collapse,2.862101,True,2.994525,2.866937,2.814316,2.918335,2.889083,2.956340,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,COLLAPSED,P3_0079,A
supercritical_f1.75_beta0.5_M1.0_theta0_seed2_res128_dc1.0,1.750000,0.500000,1.000000,0.000000,2,128,1.000000,0.000000,fine_sample_A,PARTIAL,2.706712,0.226010,16.159891,2.438700,0.755929,3,4.073000,0.083500,33.321772,False,0.783800,1.700000,2.500000,radial_collapse,2.704600,True,2.801662,2.718502,2.706712,2.779513,2.733942,2.801419,PARTIAL,PARTIAL,PARTIAL,PARTIAL,MEASURABLE,COLLAPSED,P3_0080,A
supercritical_f1.80_beta0.5_M1.0_theta0_seed1_res128_dc1.0,1.800000,0.500000,1.000000,0.000000,1,128,1.000000,0.000000,fine_sample_A,PARTIAL,2.758126,0.312496,15.289531,2.290971,0.745356,2,4.374000,0.113300,36.579126,False,0.761800,1.700000,0.000000,immediate_collapse,2.760685,True,2.710639,2.891757,2.758126,2.782906,2.787292,2.835722,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,COLLAPSED,P3_0081,A
supercritical_f1.80_beta0.5_M1.0_theta0_seed2_res128_dc1.0,1.800000,0.500000,1.000000,0.000000,2,128,1.000000,0.000000,fine_sample_A,MEASURABLE,2.800273,0.241944,15.289531,2.290971,0.745356,3,5.102000,0.086400,115.898802,False,0.761800,1.700000,2.500000,radial_collapse,2.741158,True,2.742527,2.802793,2.800273,2.705649,2.780697,2.836496,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,COLLAPSED,P3_0082,A
supercritical_f1.85_beta0.5_M1.0_theta0_seed1_res128_dc1.0,1.850000,0.500000,1.000000,0.000000,1,128,1.000000,0.000000,fine_sample_A,PARTIAL,2.775211,0.256707,14.502293,2.159351,0.735215,4,4.211000,0.092500,31.657269,False,0.739200,1.700000,0.000000,immediate_collapse,2.703008,True,2.825740,2.644926,2.775211,2.696369,2.715911,2.769821,PARTIAL,PARTIAL,PARTIAL,PARTIAL,COLLAPSED,COLLAPSED,P3_0083,A
supercritical_f1.85_beta0.5_M1.0_theta0_seed2_res128_dc1.0,1.850000,0.500000,1.000000,0.000000,2,128,1.000000,0.000000,fine_sample_A,PARTIAL,2.835973,0.317913,14.502293,2.159351,0.735215,4,4.739000,0.112100,39.663597,False,0.739200,1.700000,0.000000,immediate_collapse,2.811282,True,2.938686,2.856666,2.835973,2.797223,2.853081,2.858457,PARTIAL,PARTIAL,PARTIAL,PARTIAL,COLLAPSED,COLLAPSED,P3_0084,A
supercritical_f1.90_beta0.5_M1.0_theta0_seed1_res128_dc1.0,1.900000,0.500000,1.000000,0.000000,1,128,1.000000,0.000000,fine_sample_A,PARTIAL,2.846404,0.352669,13.786606,2.041337,0.725476,4,5.231000,0.123900,36.324789,False,0.715800,1.700000,0.000000,immediate_collapse,2.774447,True,2.738107,2.733525,2.846404,2.764764,2.815449,2.800738,PARTIAL,PARTIAL,PARTIAL,PARTIAL,COLLAPSED,COLLAPSED,P3_0085,A
supercritical_f1.90_beta0.5_M1.0_theta0_seed2_res128_dc1.0,1.900000,0.500000,1.000000,0.000000,2,128,1.000000,0.000000,fine_sample_A,PARTIAL,2.716989,0.278763,13.786606,2.041337,0.725476,3,3.724000,0.102600,44.195878,False,0.715800,1.700000,0.000000,immediate_collapse,2.735934,True,2.596661,2.719448,2.716989,2.732731,2.773345,2.806399,PARTIAL,PARTIAL,PARTIAL,PARTIAL,COLLAPSED,COLLAPSED,P3_0086,A
supercritical_f1.95_beta0.5_M1.0_theta0_seed1_res128_dc1.0,1.950000,0.500000,1.000000,0.000000,1,128,1.000000,0.000000,fine_sample_A,COLLAPSED,,,13.133011,1.934921,0.716115,3,4.977000,0.110900,105.499410,False,0.691800,1.700000,0.000000,immediate_collapse,2.555188,False,2.540588,2.547205,2.717432,2.584630,2.588345,2.604065,COLLAPSED,COLLAPSED,COLLAPSED,COLLAPSED,COLLAPSED,COLLAPSED,P3_0087,A
supercritical_f1.95_beta0.5_M1.0_theta0_seed2_res128_dc1.0,1.950000,0.500000,1.000000,0.000000,2,128,1.000000,0.000000,fine_sample_A,COLLAPSED,,,13.133011,1.934921,0.716115,2,4.574000,0.113000,102.297022,False,0.691800,1.700000,0.000000,immediate_collapse,2.773693,False,2.735216,2.823382,2.843876,2.760244,2.798440,2.809913,COLLAPSED,COLLAPSED,COLLAPSED,COLLAPSED,COLLAPSED,COLLAPSED,P3_0088,A
supercritical_f2.00_beta0.5_M1.0_theta0_seed1_res128_dc1.0,2.000000,0.500000,1.000000,0.000000,1,128,1.000000,0.000000,fine_sample_A,COLLAPSED,,,12.533686,1.838478,0.707107,2,4.416000,0.121300,107.830324,False,0.667200,1.700000,0.000000,immediate_collapse,2.679847,False,2.566794,2.653043,2.614341,2.678238,2.707117,2.766555,COLLAPSED,COLLAPSED,COLLAPSED,COLLAPSED,COLLAPSED,COLLAPSED,P3_0089,A
supercritical_f2.00_beta0.5_M1.0_theta0_seed2_res128_dc1.0,2.000000,0.500000,1.000000,0.000000,2,128,1.000000,0.000000,fine_sample_A,COLLAPSED,,,12.533686,1.838478,0.707107,4,3.522000,0.128000,88.219320,False,0.667200,1.700000,0.000000,immediate_collapse,2.787932,False,2.617799,2.661134,2.803152,2.838229,2.829324,2.845123,COLLAPSED,COLLAPSED,COLLAPSED,COLLAPSED,COLLAPSED,COLLAPSED,P3_0090,A
supercritical_f1.30_beta0.7_M1.0_theta0_seed1_res128_dc1.0,1.300000,0.700000,1.000000,0.000000,1,128,1.000000,0.000000,fine_sample_A,PARTIAL,3.241835,0.275880,32.415909,4.636397,0.877058,2,5.262000,0.085100,35.686215,False,0.919500,1.585714,0.000000,never_fragmented,3.447507,True,3.623673,3.495900,3.241835,3.374351,3.506081,3.539860,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,P3_0091,A
supercritical_f1.30_beta0.7_M1.0_theta0_seed2_res128_dc1.0,1.300000,0.700000,1.000000,0.000000,2,128,1.000000,0.000000,fine_sample_A,PARTIAL,3.186571,0.269903,32.415909,4.636397,0.877058,1,4.954000,0.084700,35.561323,False,0.919500,1.585714,0.000000,immediate_collapse,3.206978,True,3.338321,3.224543,3.186571,3.194080,3.222525,3.282646,PARTIAL,PARTIAL,PARTIAL,PARTIAL,COLLAPSED,COLLAPSED,P3_0092,A
supercritical_f1.35_beta0.7_M1.0_theta0_seed1_res128_dc1.0,1.350000,0.700000,1.000000,0.000000,1,128,1.000000,0.000000,fine_sample_A,PARTIAL,3.218585,0.265855,29.135306,4.052988,0.860663,2,5.074000,0.082600,33.486862,False,0.898500,1.585714,0.000000,never_fragmented,3.251479,True,3.357581,3.233054,3.218585,3.206033,3.283528,3.367930,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,P3_0093,A
supercritical_f1.35_beta0.7_M1.0_theta0_seed2_res128_dc1.0,1.350000,0.700000,1.000000,0.000000,2,128,1.000000,0.000000,fine_sample_A,MEASURABLE,2.906677,0.202014,29.135306,4.052988,0.860663,3,4.789000,0.069500,103.704729,False,0.898500,1.585714,3.000000,persistent,2.926376,True,2.951345,3.068758,2.906677,2.865816,2.978276,3.003101,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0094,A
supercritical_f1.40_beta0.7_M1.0_theta0_seed1_res128_dc1.0,1.400000,0.700000,1.000000,0.000000,1,128,1.000000,0.000000,fine_sample_A,PARTIAL,3.191462,0.301912,26.482245,3.600677,0.845154,2,5.784000,0.094600,33.986524,False,0.876000,1.585714,0.000000,never_fragmented,3.204259,True,3.231950,3.153915,3.191462,3.204775,3.250502,3.312771,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,P3_0095,A
supercritical_f1.40_beta0.7_M1.0_theta0_seed2_res128_dc1.0,1.400000,0.700000,1.000000,0.000000,2,128,1.000000,0.000000,fine_sample_A,PARTIAL,3.194532,0.220742,26.482245,3.600677,0.845154,2,5.546000,0.069100,41.565814,False,0.876000,1.585714,0.000000,never_fragmented,3.114302,True,3.200871,3.225976,3.194532,3.133493,3.166534,3.163041,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,P3_0096,A
supercritical_f1.45_beta0.7_M1.0_theta0_seed1_res128_dc1.0,1.450000,0.700000,1.000000,0.000000,1,128,1.000000,0.000000,fine_sample_A,PARTIAL,3.126454,0.247615,24.281814,3.238917,0.830455,3,5.242000,0.079200,44.689794,False,0.852100,1.585714,3.000000,persistent,3.128928,True,3.251854,3.112632,3.126454,3.156219,3.171496,3.207284,PARTIAL,PARTIAL,PARTIAL,PARTIAL,MEASURABLE,MEASURABLE,P3_0097,A
supercritical_f1.45_beta0.7_M1.0_theta0_seed2_res128_dc1.0,1.450000,0.700000,1.000000,0.000000,2,128,1.000000,0.000000,fine_sample_A,PARTIAL,2.904500,0.199539,24.281814,3.238917,0.830455,2,4.840000,0.068700,32.255300,False,0.852100,1.585714,0.000000,never_fragmented,2.886224,True,2.864689,2.837743,2.904500,2.932176,2.931413,2.934839,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,P3_0098,A
supercritical_f1.50_beta0.7_M1.0_theta0_seed1_res128_dc1.0,1.500000,0.700000,1.000000,0.000000,1,128,1.000000,0.000000,fine_sample_A,MEASURABLE,3.199526,0.279959,22.420939,2.942524,0.816497,3,4.860000,0.087500,109.473995,False,0.826800,1.585714,3.000000,persistent,3.141237,True,3.200217,3.159192,3.199526,3.098375,3.177881,3.201292,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0099,A
supercritical_f1.50_beta0.7_M1.0_theta0_seed2_res128_dc1.0,1.500000,0.700000,1.000000,0.000000,2,128,1.000000,0.000000,fine_sample_A,PARTIAL,3.214858,0.263618,22.420939,2.942524,0.816497,1,5.182000,0.082000,35.947388,False,0.826800,1.585714,0.000000,immediate_collapse,3.228010,True,3.210789,3.349131,3.214858,3.225102,3.242793,3.267326,PARTIAL,PARTIAL,PARTIAL,PARTIAL,COLLAPSED,COLLAPSED,P3_0100,A
supercritical_f1.55_beta0.7_M1.0_theta0_seed1_res128_dc1.0,1.550000,0.700000,1.000000,0.000000,1,128,1.000000,0.000000,fine_sample_A,PARTIAL,2.830356,0.273978,20.822705,2.694979,0.803219,3,4.779000,0.096800,38.537100,False,0.800100,1.585714,2.500000,radial_collapse,2.982413,True,2.988996,3.079773,2.830356,2.979965,3.017304,3.063443,PARTIAL,PARTIAL,PARTIAL,PARTIAL,MEASURABLE,COLLAPSED,P3_0101,A
supercritical_f1.55_beta0.7_M1.0_theta0_seed2_res128_dc1.0,1.550000,0.700000,1.000000,0.000000,2,128,1.000000,0.000000,fine_sample_A,PARTIAL,3.116045,0.230587,20.822705,2.694979,0.803219,2,4.927000,0.074000,35.000490,False,0.800100,1.585714,0.000000,immediate_collapse,3.025005,True,3.139050,3.005372,3.116045,3.036492,3.050692,3.084576,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,COLLAPSED,P3_0102,A
supercritical_f1.60_beta0.7_M1.0_theta0_seed1_res128_dc1.0,1.600000,0.700000,1.000000,0.000000,1,128,1.000000,0.000000,fine_sample_A,PARTIAL,3.053601,0.235127,19.432655,2.484962,0.790569,2,4.862000,0.077000,30.185807,False,0.772300,1.585714,0.000000,immediate_collapse,3.016539,True,2.963612,2.931686,3.053601,3.025106,3.064835,3.052812,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,COLLAPSED,P3_0103,A
supercritical_f1.60_beta0.7_M1.0_theta0_seed2_res128_dc1.0,1.600000,0.700000,1.000000,0.000000,2,128,1.000000,0.000000,fine_sample_A,PARTIAL,3.206834,0.278033,19.432655,2.484962,0.790569,1,4.788000,0.086700,38.130521,False,0.772300,1.585714,0.000000,immediate_collapse,3.094931,True,3.280921,3.084979,3.206834,3.106232,3.137380,3.156934,PARTIAL,PARTIAL,PARTIAL,PARTIAL,COLLAPSED,COLLAPSED,P3_0104,A
supercritical_f1.65_beta0.7_M1.0_theta0_seed1_res128_dc1.0,1.650000,0.700000,1.000000,0.000000,1,128,1.000000,0.000000,fine_sample_A,PARTIAL,3.209020,0.336305,18.210960,2.304444,0.778499,2,4.459000,0.104800,34.934297,False,0.743200,1.585714,0.000000,immediate_collapse,3.246134,True,3.311084,3.280357,3.209020,3.255561,3.292458,3.294992,PARTIAL,PARTIAL,PARTIAL,PARTIAL,COLLAPSED,COLLAPSED,P3_0105,A
supercritical_f1.65_beta0.7_M1.0_theta0_seed2_res128_dc1.0,1.650000,0.700000,1.000000,0.000000,2,128,1.000000,0.000000,fine_sample_A,PARTIAL,3.264804,0.329092,18.210960,2.304444,0.778499,1,4.812000,0.100800,40.942412,False,0.743200,1.585714,0.000000,immediate_collapse,3.122905,True,3.199427,3.036435,3.264804,3.112535,3.178259,3.206116,PARTIAL,PARTIAL,PARTIAL,PARTIAL,COLLAPSED,COLLAPSED,P3_0106,A
supercritical_f1.30_beta1.0_M1.0_theta0_seed1_res128_dc1.0,1.300000,1.000000,1.000000,0.000000,1,128,1.000000,0.000000,fine_sample_A,PARTIAL,3.423769,0.301976,32.415909,3.894573,0.877058,2,5.190000,0.088200,35.686215,False,0.885900,1.500000,0.000000,never_fragmented,3.498954,True,3.505111,3.604869,3.423769,3.569053,3.547321,3.532359,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,P3_0107,A
supercritical_f1.30_beta1.0_M1.0_theta0_seed2_res128_dc1.0,1.300000,1.000000,1.000000,0.000000,2,128,1.000000,0.000000,fine_sample_A,PARTIAL,3.543984,0.362550,32.415909,3.894573,0.877058,2,4.773000,0.102300,35.561323,False,0.885900,1.500000,0.000000,never_fragmented,3.487680,True,3.360595,3.593051,3.543984,3.510654,3.520868,3.591392,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,P3_0108,A
supercritical_f1.35_beta1.0_M1.0_theta0_seed1_res128_dc1.0,1.350000,1.000000,1.000000,0.000000,1,128,1.000000,0.000000,fine_sample_A,PARTIAL,3.515394,0.262951,29.135306,3.404510,0.860663,2,4.654000,0.074800,33.486862,False,0.856200,1.500000,0.000000,never_fragmented,3.568021,True,3.388504,3.536864,3.515394,3.637425,3.625125,3.673480,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,P3_0109,A
supercritical_f1.35_beta1.0_M1.0_theta0_seed2_res128_dc1.0,1.350000,1.000000,1.000000,0.000000,2,128,1.000000,0.000000,fine_sample_A,PARTIAL,3.009841,0.210990,29.135306,3.404510,0.860663,3,5.341000,0.070100,43.045111,False,0.856200,1.500000,3.000000,persistent,3.028086,True,2.953946,2.925323,3.009841,3.012360,3.078503,3.110898,PARTIAL,PARTIAL,PARTIAL,PARTIAL,MEASURABLE,MEASURABLE,P3_0110,A
supercritical_f1.40_beta1.0_M1.0_theta0_seed1_res128_dc1.0,1.400000,1.000000,1.000000,0.000000,1,128,1.000000,0.000000,fine_sample_A,MEASURABLE,3.463031,0.272887,26.482245,3.024569,0.845154,3,4.883000,0.078800,109.094014,False,0.824300,1.500000,2.500000,radial_collapse,3.473883,True,3.461768,3.460650,3.463031,3.639316,3.504618,3.564041,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,COLLAPSED,P3_0111,A
