f,beta,theta_deg,delta_v_cs,M_turb_achieved,seed,fragmented,morphology,lambda_W,lambda_W_err,t_frag_tJ,beading_window_tJ,n_peaks,hgbs_match
1.2,1.0,90,2.5,1.1235,4,True,PARTIAL,0.8604,0.15,1.1924,0.2237,2,False
1.2,1.0,90,2.5,1.1235,5,True,PARTIAL,1.2589,0.075,1.0528,0.2873,4,False
1.2,1.0,90,3.0,1.3047,1,True,PARTIAL,1.1133,0.0866,1.3711,0.2374,4,False
1.2,1.0,90,3.0,1.3047,2,True,PARTIAL,1.3012,0.0671,1.342,0.2487,4,False
1.2,1.0,90,3.0,1.3047,3,False,SUPPRESSED,,,,,0,False
1.2,1.0,90,3.0,1.3047,4,False,SUPPRESSED,,,,,0,False
1.2,1.0,90,3.0,1.3047,5,True,PARTIAL,1.2535,0.15,1.3604,0.3573,2,False
1.2,2.0,0,1.0,0.53,1,False,SUPPRESSED,,,,,0,False
1.2,2.0,0,1.0,0.53,2,False,SUPPRESSED,,,,,0,False
1.2,2.0,0,1.0,0.53,3,False,SUPPRESSED,,,,,0,False
1.2,2.0,0,1.0,0.53,4,False,SUPPRESSED,,,,,0,False
1.2,2.0,0,1.0,0.53,5,False,SUPPRESSED,,,,,0,False
1.2,2.0,0,1.5,0.739,1,False,SUPPRESSED,,,,,0,False
1.2,2.0,0,1.5,0.739,2,False,SUPPRESSED,,,,,0,False
1.2,2.0,0,1.5,0.739,3,False,SUPPRESSED,,,,,0,False
1.2,2.0,0,1.5,0.739,4,False,SUPPRESSED,,,,,0,False
1.2,2.0,0,1.5,0.739,5,False,SUPPRESSED,,,,,0,False
1.2,2.0,0,2.0,0.9357,1,False,SUPPRESSED,,,,,0,False
1.2,2.0,0,2.0,0.9357,2,False,SUPPRESSED,,,,,0,False
1.2,2.0,0,2.0,0.9357,3,False,SUPPRESSED,,,,,0,False
1.2,2.0,0,2.0,0.9357,4,False,SUPPRESSED,,,,,0,False
1.2,2.0,0,2.0,0.9357,5,False,SUPPRESSED,,,,,0,False
1.2,2.0,0,2.5,1.1235,1,False,SUPPRESSED,,,,,0,False
1.2,2.0,0,2.5,1.1235,2,False,SUPPRESSED,,,,,0,False
1.2,2.0,0,2.5,1.1235,3,False,SUPPRESSED,,,,,0,False
1.2,2.0,0,2.5,1.1235,4,True,FULL,3.7369,0.1308,0.8877,0.4747,9,False
1.2,2.0,0,2.5,1.1235,5,False,SUPPRESSED,,,,,0,False
1.2,2.0,0,3.0,1.3047,1,False,SUPPRESSED,,,,,0,False
1.2,2.0,0,3.0,1.3047,2,False,SUPPRESSED,,,,,0,False
1.2,2.0,0,3.0,1.3047,3,False,SUPPRESSED,,,,,0,False
1.2,2.0,0,3.0,1.3047,4,False,SUPPRESSED,,,,,0,False
1.2,2.0,0,3.0,1.3047,5,False,SUPPRESSED,,,,,0,False
1.2,2.0,90,1.0,0.53,1,False,SUPPRESSED,,,,,0,False
1.2,2.0,90,1.0,0.53,2,False,SUPPRESSED,,,,,0,False
1.2,2.0,90,1.0,0.53,3,True,PARTIAL,1.3766,0.0671,1.0065,0.2503,4,False
1.2,2.0,90,1.0,0.53,4,True,PARTIAL,1.0532,0.15,1.1259,0.2987,2,False
1.2,2.0,90,1.0,0.53,5,True,PARTIAL,0.9163,0.075,0.8332,0.2335,4,False
1.2,2.0,90,1.5,0.739,1,True,PARTIAL,1.1295,0.075,0.8868,0.2498,4,False
1.2,2.0,90,1.5,0.739,2,False,SUPPRESSED,,,,,0,False
1.2,2.0,90,1.5,0.739,3,True,PARTIAL,1.3952,0.0866,1.001,0.2773,4,False
1.2,2.0,90,1.5,0.739,4,False,SUPPRESSED,,,,,0,False
1.2,2.0,90,1.5,0.739,5,True,PARTIAL,1.3425,0.15,1.1215,0.2377,2,False
1.2,2.0,90,2.0,0.9357,1,True,PARTIAL,1.149,0.15,1.0557,0.1319,2,False
1.2,2.0,90,2.0,0.9357,2,True,PARTIAL,1.4965,0.0866,1.0614,0.1859,4,False
1.2,2.0,90,2.0,0.9357,3,False,SUPPRESSED,,,,,0,False
1.2,2.0,90,2.0,0.9357,4,False,SUPPRESSED,,,,,0,False
1.2,2.0,90,2.0,0.9357,5,True,PARTIAL,1.4276,0.0671,1.173,0.1557,4,False
1.2,2.0,90,2.5,1.1235,1,True,PARTIAL,1.6684,0.0671,1.1111,0.1473,4,False
1.2,2.0,90,2.5,1.1235,2,True,PARTIAL,1.3007,0.1061,1.1225,0.1843,3,False
1.2,2.0,90,2.5,1.1235,3,True,PARTIAL,1.146,0.0866,1.256,0.2671,4,False
1.2,2.0,90,2.5,1.1235,4,False,SUPPRESSED,,,,,0,False
1.2,2.0,90,2.5,1.1235,5,True,PARTIAL,1.0916,0.15,1.3061,0.267,2,False
1.2,2.0,90,3.0,1.3047,1,False,SUPPRESSED,,,,,0,False
1.2,2.0,90,3.0,1.3047,2,True,PARTIAL,1.2574,0.15,1.1298,0.2812,2,False
1.2,2.0,90,3.0,1.3047,3,True,PARTIAL,1.2077,0.1061,1.3956,0.2687,3,False
1.2,2.0,90,3.0,1.3047,4,True,PARTIAL,1.2239,0.1061,1.2082,0.323,3,False
1.2,2.0,90,3.0,1.3047,5,True,PARTIAL,1.3778,0.1061,1.3238,0.2537,3,False
1.5,0.3,0,1.0,0.53,1,True,FULL,5.3658,0.1398,0.5768,0.4008,8,False
1.5,0.3,0,1.0,0.53,2,True,FULL,5.2753,0.2136,0.5294,0.3578,4,False
1.5,0.3,0,1.0,0.53,3,True,FULL,5.5839,0.1655,0.596,0.3757,6,False
1.5,0.3,0,1.0,0.53,4,True,FULL,5.0193,0.2136,0.6441,0.3352,4,False
1.5,0.3,0,1.0,0.53,5,False,SUPPRESSED,,,,,0,False
1.5,0.3,0,1.5,0.739,1,False,SUPPRESSED,,,,,0,False
1.5,0.3,0,1.5,0.739,2,False,SUPPRESSED,,,,,0,False
1.5,0.3,0,1.5,0.739,3,True,FULL,5.532,0.1398,0.6555,0.3734,8,False
1.5,0.3,0,1.5,0.739,4,False,SUPPRESSED,,,,,0,False
1.5,0.3,0,1.5,0.739,5,False,SUPPRESSED,,,,,0,False
1.5,0.3,0,2.0,0.9357,1,False,SUPPRESSED,,,,,0,False
1.5,0.3,0,2.0,0.9357,2,False,SUPPRESSED,,,,,0,False
1.5,0.3,0,2.0,0.9357,3,True,FULL,4.8656,0.1655,0.7829,0.3809,6,False
1.5,0.3,0,2.0,0.9357,4,True,FULL,5.1372,0.1308,0.7657,0.4197,9,False
1.5,0.3,0,2.0,0.9357,5,False,SUPPRESSED,,,,,0,False
1.5,0.3,0,2.5,1.1235,1,True,FULL,5.4001,0.1511,0.7526,0.4194,7,False
1.5,0.3,0,2.5,1.1235,2,True,FULL,5.0888,0.1233,0.894,0.3876,10,False
1.5,0.3,0,2.5,1.1235,3,True,FULL,4.7027,0.1398,0.8213,0.4277,8,False
1.5,0.3,0,2.5,1.1235,4,True,FULL,5.2708,0.1308,0.8072,0.3789,9,False
1.5,0.3,0,2.5,1.1235,5,True,FULL,4.3219,0.1233,0.7291,0.3814,10,False
1.5,0.3,0,3.0,1.3047,1,True,FULL,5.16,0.1398,0.9928,0.3189,8,False
1.5,0.3,0,3.0,1.3047,2,True,FULL,4.8925,0.1655,0.9298,0.4152,6,False
1.5,0.3,0,3.0,1.3047,3,True,FULL,5.4823,0.1655,0.9418,0.4045,6,False
1.5,0.3,0,3.0,1.3047,4,True,FULL,5.2965,0.1655,0.868,0.3824,6,False
1.5,0.3,0,3.0,1.3047,5,True,FULL,5.8201,0.1233,0.9443,0.477,10,False
1.5,0.3,90,1.0,0.53,1,True,PARTIAL,1.168,0.15,0.9276,0.2147,2,False
1.5,0.3,90,1.0,0.53,2,False,SUPPRESSED,,,,,0,False
1.5,0.3,90,1.0,0.53,3,True,PARTIAL,0.9086,0.15,0.8861,0.3165,2,False
1.5,0.3,90,1.0,0.53,4,True,PARTIAL,1.1913,0.075,0.805,0.276,4,False
1.5,0.3,90,1.0,0.53,5,False,SUPPRESSED,,,,,0,False
1.5,0.3,90,1.5,0.739,1,False,SUPPRESSED,,,,,0,False
1.5,0.3,90,1.5,0.739,2,True,PARTIAL,1.1834,0.15,1.1382,0.2645,2,False
1.5,0.3,90,1.5,0.739,3,True,PARTIAL,1.2748,0.1061,0.9996,0.2785,3,False
1.5,0.3,90,1.5,0.739,4,False,SUPPRESSED,,,,,0,False
1.5,0.3,90,1.5,0.739,5,False,SUPPRESSED,,,,,0,False
1.5,0.3,90,2.0,0.9357,1,True,PARTIAL,1.2213,0.0866,0.9414,0.2604,4,False
1.5,0.3,90,2.0,0.9357,2,True,PARTIAL,1.1391,0.15,1.0012,0.2065,2,False
1.5,0.3,90,2.0,0.9357,3,False,SUPPRESSED,,,,,0,False
1.5,0.3,90,2.0,0.9357,4,True,PARTIAL,1.2304,0.1061,1.0237,0.2781,3,False
1.5,0.3,90,2.0,0.9357,5,False,SUPPRESSED,,,,,0,False
1.5,0.3,90,2.5,1.1235,1,True,PARTIAL,1.5252,0.0866,1.1935,0.2345,4,False
1.5,0.3,90,2.5,1.1235,2,True,PARTIAL,1.0887,0.1061,1.0139,0.2596,3,False
1.5,0.3,90,2.5,1.1235,3,True,PARTIAL,1.0637,0.0671,1.2968,0.244,4,False
1.5,0.3,90,2.5,1.1235,4,True,PARTIAL,1.2278,0.075,1.316,0.3026,4,False
1.5,0.3,90,2.5,1.1235,5,False,SUPPRESSED,,,,,0,False
1.5,0.3,90,3.0,1.3047,1,True,PARTIAL,1.2504,0.075,1.2045,0.1746,4,False
1.5,0.3,90,3.0,1.3047,2,False,SUPPRESSED,,,,,0,False
1.5,0.3,90,3.0,1.3047,3,True,PARTIAL,1.2796,0.0866,1.47,0.3066,4,False
1.5,0.3,90,3.0,1.3047,4,True,PARTIAL,1.5664,0.0671,1.3011,0.1616,4,False
1.5,0.3,90,3.0,1.3047,5,True,PARTIAL,1.1326,0.0671,1.321,0.2562,4,False
1.5,0.5,0,1.0,0.53,1,True,FULL,4.5121,0.1308,0.6072,0.3453,9,False
1.5,0.5,0,1.0,0.53,2,True,FULL,4.2374,0.1308,0.6395,0.4098,9,False
1.5,0.5,0,1.0,0.53,3,True,FULL,4.4727,0.185,0.6403,0.3829,5,False
1.5,0.5,0,1.0,0.53,4,True,FULL,4.7295,0.1511,0.7112,0.4472,7,False
1.5,0.5,0,1.0,0.53,5,True,FULL,4.9764,0.1655,0.6131,0.2686,6,False
1.5,0.5,0,1.5,0.739,1,True,FULL,4.8164,0.1511,0.5907,0.4109,7,False
1.5,0.5,0,1.5,0.739,2,False,SUPPRESSED,,,,,0,False
1.5,0.5,0,1.5,0.739,3,True,FULL,4.5511,0.1308,0.6218,0.3961,9,False
1.5,0.5,0,1.5,0.739,4,True,FULL,3.9183,0.1398,0.6675,0.5156,8,False
1.5,0.5,0,1.5,0.739,5,True,FULL,4.4267,0.1655,0.6793,0.356,6,False
1.5,0.5,0,2.0,0.9357,1,False,SUPPRESSED,,,,,0,False
1.5,0.5,0,2.0,0.9357,2,False,SUPPRESSED,,,,,0,False
1.5,0.5,0,2.0,0.9357,3,False,SUPPRESSED,,,,,0,False
1.5,0.5,0,2.0,0.9357,4,True,FULL,4.3283,0.1308,0.6948,0.3772,9,False
1.5,0.5,0,2.0,0.9357,5,True,FULL,4.3058,0.1308,0.8363,0.3177,9,False
1.5,0.5,0,2.5,1.1235,1,True,FULL,3.5806,0.1398,0.6928,0.4422,8,False
1.5,0.5,0,2.5,1.1235,2,True,FULL,3.9352,0.1233,0.8812,0.5148,10,False
1.5,0.5,0,2.5,1.1235,3,True,FULL,4.6394,0.185,0.7235,0.4033,5,False
1.5,0.5,0,2.5,1.1235,4,True,FULL,4.197,0.1308,0.8387,0.4054,9,False
1.5,0.5,0,2.5,1.1235,5,True,FULL,4.7365,0.1398,0.7759,0.3776,8,False
1.5,0.5,0,3.0,1.3047,1,True,FULL,4.5562,0.1511,0.8909,0.4053,7,False
1.5,0.5,0,3.0,1.3047,2,True,FULL,4.5651,0.185,0.9436,0.3831,5,False
1.5,0.5,0,3.0,1.3047,3,True,FULL,5.2197,0.1655,0.909,0.4584,6,False
1.5,0.5,0,3.0,1.3047,4,True,FULL,3.5284,0.185,0.9738,0.5607,5,False
1.5,0.5,0,3.0,1.3047,5,True,FULL,4.5071,0.1398,0.8972,0.4499,8,False
1.5,0.5,90,1.0,0.53,1,True,PARTIAL,0.8357,0.0671,0.9825,0.2707,4,False
1.5,0.5,90,1.0,0.53,2,True,PARTIAL,1.1075,0.075,0.9946,0.2752,4,False
1.5,0.5,90,1.0,0.53,3,True,PARTIAL,1.3368,0.1061,0.9187,0.1954,3,False
1.5,0.5,90,1.0,0.53,4,True,PARTIAL,1.0644,0.0866,0.8649,0.1937,4,False
1.5,0.5,90,1.0,0.53,5,True,PARTIAL,1.4529,0.0671,1.0292,0.2371,4,False
1.5,0.5,90,1.5,0.739,1,True,PARTIAL,1.141,0.15,1.0033,0.1787,2,False
1.5,0.5,90,1.5,0.739,2,True,PARTIAL,0.9677,0.1061,0.836,0.2623,3,False
1.5,0.5,90,1.5,0.739,3,True,PARTIAL,1.0596,0.0866,1.0573,0.08,4,False
1.5,0.5,90,1.5,0.739,4,True,PARTIAL,1.0577,0.0866,1.05,0.2383,4,False
1.5,0.5,90,1.5,0.739,5,True,PARTIAL,1.2185,0.075,0.921,0.2483,4,False
1.5,0.5,90,2.0,0.9357,1,True,PARTIAL,1.4248,0.15,0.933,0.23,2,False
1.5,0.5,90,2.0,0.9357,2,True,PARTIAL,1.2108,0.1061,0.8806,0.3082,3,False
1.5,0.5,90,2.0,0.9357,3,True,PARTIAL,1.4714,0.0866,1.1495,0.2437,4,False
1.5,0.5,90,2.0,0.9357,4,True,PARTIAL,1.0563,0.15,1.0119,0.2756,2,False
1.5,0.5,90,2.0,0.9357,5,True,PARTIAL,1.1075,0.075,1.0088,0.1667,4,False
1.5,0.5,90,2.5,1.1235,1,True,PARTIAL,1.3006,0.15,1.1089,0.2671,2,False
1.5,0.5,90,2.5,1.1235,2,True,PARTIAL,1.2687,0.0671,1.178,0.2671,4,False
1.5,0.5,90,2.5,1.1235,3,True,PARTIAL,1.0518,0.1061,1.1165,0.2144,3,False
1.5,0.5,90,2.5,1.1235,4,True,PARTIAL,1.3713,0.075,1.3358,0.3279,4,False
1.5,0.5,90,2.5,1.1235,5,True,PARTIAL,1.118,0.15,1.1806,0.2495,2,False
1.5,0.5,90,3.0,1.3047,1,True,PARTIAL,0.9209,0.0671,1.1867,0.2574,4,False
1.5,0.5,90,3.0,1.3047,2,True,PARTIAL,1.402,0.1061,1.2377,0.2775,3,False
1.5,0.5,90,3.0,1.3047,3,True,PARTIAL,1.1588,0.0671,1.5473,0.312,4,False
1.5,0.5,90,3.0,1.3047,4,True,PARTIAL,1.0667,0.075,1.2593,0.2702,4,False
1.5,0.5,90,3.0,1.3047,5,True,PARTIAL,0.9448,0.0671,1.4161,0.2852,4,False
1.5,1.0,0,1.0,0.53,1,True,FULL,3.4355,0.1655,0.6235,0.3821,6,False
1.5,1.0,0,1.0,0.53,2,True,FULL,3.9212,0.2136,0.6088,0.3926,4,False
1.5,1.0,0,1.0,0.53,3,True,FULL,3.3591,0.1655,0.6993,0.3769,6,False
1.5,1.0,0,1.0,0.53,4,True,FULL,4.168,0.1655,0.6165,0.3869,6,False
1.5,1.0,0,1.0,0.53,5,True,FULL,3.7587,0.1398,0.5785,0.4267,8,False
1.5,1.0,0,1.5,0.739,1,True,FULL,3.6154,0.2136,0.5773,0.3941,4,False
1.5,1.0,0,1.5,0.739,2,True,FULL,4.0374,0.1511,0.6951,0.4379,7,False
1.5,1.0,0,1.5,0.739,3,True,FULL,3.711,0.1308,0.7062,0.3908,9,False
1.5,1.0,0,1.5,0.739,4,True,FULL,3.751,0.1308,0.7276,0.3041,9,False
1.5,1.0,0,1.5,0.739,5,True,FULL,3.5366,0.2136,0.8171,0.4267,4,False
1.5,1.0,0,2.0,0.9357,1,True,FULL,3.3765,0.1398,0.7918,0.3278,8,False
1.5,1.0,0,2.0,0.9357,2,True,FULL,3.5237,0.2136,0.747,0.4543,4,False
1.5,1.0,0,2.0,0.9357,3,False,SUPPRESSED,,,,,0,False
1.5,1.0,0,2.0,0.9357,4,True,FULL,4.0059,0.1511,0.6884,0.434,7,False
1.5,1.0,0,2.0,0.9357,5,False,SUPPRESSED,,,,,0,False
1.5,1.0,0,2.5,1.1235,1,True,FULL,3.6521,0.1233,0.7622,0.3747,10,False
1.5,1.0,0,2.5,1.1235,2,True,FULL,3.1684,0.2136,0.8396,0.4285,4,True
1.5,1.0,0,2.5,1.1235,3,True,FULL,3.5075,0.1511,0.7171,0.3487,7,False
1.5,1.0,0,2.5,1.1235,4,True,FULL,4.068,0.1655,0.8821,0.4527,6,False
1.5,1.0,0,2.5,1.1235,5,True,FULL,4.2751,0.1308,0.7995,0.417,9,False
1.5,1.0,0,3.0,1.3047,1,True,FULL,3.3696,0.1655,0.8846,0.4015,6,False
1.5,1.0,0,3.0,1.3047,2,True,FULL,3.7405,0.1398,1.0007,0.525,8,False
1.5,1.0,0,3.0,1.3047,3,True,FULL,3.5328,0.1511,0.9594,0.4842,7,False
1.5,1.0,0,3.0,1.3047,4,True,FULL,3.7764,0.185,0.8292,0.4874,5,False
1.5,1.0,0,3.0,1.3047,5,True,FULL,3.5196,0.1233,0.9298,0.4373,10,False
1.5,1.0,90,1.0,0.53,1,True,PARTIAL,1.4368,0.0866,0.9718,0.3267,4,False
1.5,1.0,90,1.0,0.53,2,True,PARTIAL,1.4042,0.15,0.7982,0.2643,2,False
1.5,1.0,90,1.0,0.53,3,True,PARTIAL,1.2803,0.1061,0.8296,0.3199,3,False
1.5,1.0,90,1.0,0.53,4,True,PARTIAL,1.185,0.1061,0.9027,0.2232,3,False
1.5,1.0,90,1.0,0.53,5,True,PARTIAL,1.4753,0.075,0.9845,0.2825,4,False
1.5,1.0,90,1.5,0.739,1,True,PARTIAL,1.2269,0.1061,1.1591,0.2712,3,False
1.5,1.0,90,1.5,0.739,2,True,PARTIAL,1.1009,0.0671,1.0579,0.2961,4,False
1.5,1.0,90,1.5,0.739,3,True,PARTIAL,1.0889,0.0866,0.8274,0.3128,4,False
1.5,1.0,90,1.5,0.739,4,True,PARTIAL,1.1475,0.075,1.1029,0.1863,4,False
1.5,1.0,90,1.5,0.739,5,True,PARTIAL,1.4473,0.0866,0.9784,0.3331,4,False
1.5,1.0,90,2.0,0.9357,1,True,PARTIAL,1.0666,0.15,1.0634,0.2266,2,False
1.5,1.0,90,2.0,0.9357,2,True,PARTIAL,1.6739,0.15,1.0774,0.2301,2,False
1.5,1.0,90,2.0,0.9357,3,True,PARTIAL,1.1747,0.0671,1.2571,0.3245,4,False
1.5,1.0,90,2.0,0.9357,4,True,PARTIAL,1.0999,0.075,0.8743,0.2952,4,False
1.5,1.0,90,2.0,0.9357,5,True,PARTIAL,1.1426,0.1061,0.9265,0.2499,3,False
1.5,1.0,90,2.5,1.1235,1,True,PARTIAL,1.2489,0.075,1.4888,0.2166,4,False
1.5,1.0,90,2.5,1.1235,2,True,PARTIAL,1.4968,0.15,1.1101,0.2175,2,False
1.5,1.0,90,2.5,1.1235,3,True,PARTIAL,1.3932,0.0671,1.1045,0.2131,4,False
1.5,1.0,90,2.5,1.1235,4,True,PARTIAL,1.2133,0.0866,1.2931,0.2201,4,False
1.5,1.0,90,2.5,1.1235,5,True,PARTIAL,1.48,0.15,1.1539,0.3001,2,False
1.5,1.0,90,3.0,1.3047,1,True,PARTIAL,1.2767,0.15,1.2395,0.2818,2,False
1.5,1.0,90,3.0,1.3047,2,True,PARTIAL,1.3141,0.075,1.2456,0.1247,4,False
1.5,1.0,90,3.0,1.3047,3,True,PARTIAL,0.9298,0.075,1.2727,0.1983,4,False
1.5,1.0,90,3.0,1.3047,4,True,PARTIAL,1.2601,0.0866,1.208,0.2063,4,False
1.5,1.0,90,3.0,1.3047,5,True,PARTIAL,1.3348,0.075,1.3631,0.2412,4,False
1.5,2.0,0,1.0,0.53,1,True,FULL,3.0854,0.1398,0.5804,0.453,8,True
1.5,2.0,0,1.0,0.53,2,True,FULL,3.5736,0.1398,0.5835,0.3697,8,False
1.5,2.0,0,1.0,0.53,3,True,FULL,3.0083,0.1308,0.6234,0.3513,9,True
1.5,2.0,0,1.0,0.53,4,True,FULL,2.8001,0.1233,0.5986,0.3144,10,True
1.5,2.0,0,1.0,0.53,5,True,PARTIAL,2.4457,0.1655,0.6514,0.3611,6,True
1.5,2.0,0,1.5,0.739,1,True,FULL,3.3036,0.2136,0.5856,0.483,4,False
1.5,2.0,0,1.5,0.739,2,True,FULL,3.1842,0.185,0.6379,0.3005,5,True
1.5,2.0,0,1.5,0.739,3,False,SUPPRESSED,,,,,0,False
1.5,2.0,0,1.5,0.739,4,True,FULL,3.359,0.1511,0.7011,0.3169,7,False
1.5,2.0,0,1.5,0.739,5,True,FULL,3.3015,0.1308,0.66,0.3338,9,False
1.5,2.0,0,2.0,0.9357,1,False,SUPPRESSED,,,,,0,False
1.5,2.0,0,2.0,0.9357,2,False,SUPPRESSED,,,,,0,False
1.5,2.0,0,2.0,0.9357,3,True,PARTIAL,1.9407,0.1308,0.733,0.3488,9,False
1.5,2.0,0,2.0,0.9357,4,False,SUPPRESSED,,,,,0,False
1.5,2.0,0,2.0,0.9357,5,True,FULL,3.1564,0.1511,0.7186,0.3886,7,True
1.5,2.0,0,2.5,1.1235,1,True,FULL,2.6426,0.1655,0.6598,0.3776,6,True
1.5,2.0,0,2.5,1.1235,2,True,FULL,2.634,0.1233,0.8513,0.4092,10,True
1.5,2.0,0,2.5,1.1235,3,True,FULL,2.7998,0.185,0.8984,0.382,5,True
1.5,2.0,0,2.5,1.1235,4,True,FULL,2.8549,0.1655,0.8063,0.4062,6,True
1.5,2.0,0,2.5,1.1235,5,True,FULL,2.8591,0.1511,0.7904,0.4659,7,True
1.5,2.0,0,3.0,1.3047,1,True,FULL,3.4624,0.1233,0.9659,0.4922,10,False
1.5,2.0,0,3.0,1.3047,2,True,FULL,3.4199,0.1511,0.8979,0.3206,7,False
1.5,2.0,0,3.0,1.3047,3,True,FULL,3.156,0.1398,0.7757,0.4178,8,True
1.5,2.0,0,3.0,1.3047,4,True,PARTIAL,2.3456,0.1233,0.8606,0.4251,10,True
1.5,2.0,0,3.0,1.3047,5,True,PARTIAL,2.4099,0.185,0.8724,0.3473,5,True
1.5,2.0,90,1.0,0.53,1,True,PARTIAL,1.2508,0.075,0.7923,0.217,4,False
1.5,2.0,90,1.0,0.53,2,True,PARTIAL,1.2277,0.15,0.9237,0.2621,2,False
1.5,2.0,90,1.0,0.53,3,True,PARTIAL,1.3298,0.15,0.7663,0.2925,2,False
1.5,2.0,90,1.0,0.53,4,True,PARTIAL,1.2112,0.0866,0.9297,0.1943,4,False
1.5,2.0,90,1.0,0.53,5,True,PARTIAL,1.3022,0.1061,0.8539,0.3124,3,False
1.5,2.0,90,1.5,0.739,1,True,PARTIAL,1.2703,0.0671,1.0,0.1751,4,False
1.5,2.0,90,1.5,0.739,2,True,PARTIAL,1.3721,0.0866,0.9495,0.3598,4,False
1.5,2.0,90,1.5,0.739,3,True,PARTIAL,1.2127,0.1061,1.068,0.2416,3,False
1.5,2.0,90,1.5,0.739,4,True,PARTIAL,1.1224,0.15,1.1893,0.1932,2,False
1.5,2.0,90,1.5,0.739,5,True,PARTIAL,1.2821,0.1061,1.0166,0.333,3,False
1.5,2.0,90,2.0,0.9357,1,True,PARTIAL,1.1707,0.0671,1.3145,0.2325,4,False
1.5,2.0,90,2.0,0.9357,2,True,PARTIAL,1.0829,0.15,1.0429,0.2544,2,False
1.5,2.0,90,2.0,0.9357,3,True,PARTIAL,1.2358,0.15,1.137,0.2708,2,False
1.5,2.0,90,2.0,0.9357,4,True,PARTIAL,1.3405,0.1061,1.1103,0.2762,3,False
1.5,2.0,90,2.0,0.9357,5,True,PARTIAL,1.4292,0.15,1.0005,0.2112,2,False
1.5,2.0,90,2.5,1.1235,1,True,PARTIAL,1.2082,0.0866,1.2592,0.2515,4,False
1.5,2.0,90,2.5,1.1235,2,True,PARTIAL,1.106,0.075,1.2819,0.2442,4,False
1.5,2.0,90,2.5,1.1235,3,True,PARTIAL,1.1761,0.0866,1.1506,0.1967,4,False
1.5,2.0,90,2.5,1.1235,4,True,PARTIAL,1.1692,0.1061,1.1163,0.2514,3,False
1.5,2.0,90,2.5,1.1235,5,True,PARTIAL,1.0896,0.1061,0.9168,0.2141,3,False
1.5,2.0,90,3.0,1.3047,1,True,PARTIAL,1.488,0.075,1.3047,0.2915,4,False
1.5,2.0,90,3.0,1.3047,2,True,PARTIAL,1.3822,0.075,1.1199,0.252,4,False
1.5,2.0,90,3.0,1.3047,3,True,PARTIAL,1.0953,0.0866,1.3989,0.2449,4,False
1.5,2.0,90,3.0,1.3047,4,True,PARTIAL,1.1199,0.0866,1.1615,0.1996,4,False
1.5,2.0,90,3.0,1.3047,5,True,PARTIAL,1.3413,0.0866,1.372,0.1794,4,False
2.0,0.3,0,1.0,0.53,1,True,FULL,4.4299,0.1655,0.5631,0.3632,6,False
2.0,0.3,0,1.0,0.53,2,True,FULL,4.4517,0.1655,0.5573,0.378,6,False
2.0,0.3,0,1.0,0.53,3,True,FULL,4.3629,0.1398,0.6159,0.3872,8,False
2.0,0.3,0,1.0,0.53,4,True,FULL,4.9816,0.185,0.6098,0.3807,5,False
2.0,0.3,0,1.0,0.53,5,True,FULL,4.9108,0.1308,0.6102,0.4431,9,False
2.0,0.3,0,1.5,0.739,1,True,FULL,4.5304,0.1655,0.6601,0.4772,6,False
2.0,0.3,0,1.5,0.739,2,True,FULL,4.8907,0.2136,0.7337,0.3823,4,False
2.0,0.3,0,1.5,0.739,3,True,FULL,4.6343,0.2136,0.5904,0.4373,4,False
2.0,0.3,0,1.5,0.739,4,True,FULL,5.1984,0.1233,0.782,0.401,10,False
2.0,0.3,0,1.5,0.739,5,True,FULL,5.8306,0.1233,0.6131,0.4861,10,False
2.0,0.3,0,2.0,0.9357,1,True,FULL,4.6055,0.2136,0.7317,0.4809,4,False
2.0,0.3,0,2.0,0.9357,2,True,FULL,4.0988,0.1655,0.927,0.3987,6,False
2.0,0.3,0,2.0,0.9357,3,True,FULL,3.9399,0.2136,0.7833,0.427,4,False
2.0,0.3,0,2.0,0.9357,4,True,FULL,4.2387,0.1511,0.8149,0.4186,7,False
2.0,0.3,0,2.0,0.9357,5,True,FULL,3.935,0.1398,0.6871,0.4512,8,False
2.0,0.3,0,2.5,1.1235,1,True,FULL,4.3287,0.2136,0.8867,0.4442,4,False
2.0,0.3,0,2.5,1.1235,2,True,FULL,5.1248,0.1398,0.7724,0.4456,8,False
2.0,0.3,0,2.5,1.1235,3,True,FULL,4.3136,0.1233,0.7105,0.4459,10,False
2.0,0.3,0,2.5,1.1235,4,True,FULL,5.2656,0.2136,0.8224,0.4451,4,False
2.0,0.3,0,2.5,1.1235,5,True,FULL,4.9216,0.2136,0.7922,0.3152,4,False
2.0,0.3,0,3.0,1.3047,1,True,FULL,4.6018,0.185,0.926,0.4168,5,False
2.0,0.3,0,3.0,1.3047,2,True,FULL,5.2014,0.1511,0.9363,0.4439,7,False
2.0,0.3,0,3.0,1.3047,3,True,FULL,4.3485,0.1398,0.909,0.4312,8,False
2.0,0.3,0,3.0,1.3047,4,True,FULL,4.6694,0.1655,0.8985,0.4198,6,False
2.0,0.3,0,3.0,1.3047,5,True,FULL,4.7803,0.1233,0.9163,0.3967,10,False
2.0,0.3,90,1.0,0.53,1,True,PARTIAL,1.304,0.15,0.9657,0.245,2,False
